Recording	Participant	Timeline	TOI	Interval	Media	AOI	Duration_of_interval	Start_of_interval	Total_duration_of_fixations	Average_duration_of_fixations	Minimum_duration_of_fixations	Maximum_duration_of_fixations	Number_of_fixations	Time_to_first_fixation	Duration_of_first_fixation	Last_AOI_viewed	AOI_at_interval_end	Average_pupil_diameter	Total_duration_of_Glances	Number_of_Glances	Time_to_first_Glance	Number_of_saccades_in_AOI	Time_to_entry_saccade	Time_to_exit_saccade	Peak_velocity_of_entry_saccade	Peak_velocity_of_exit_saccade
Recording68	Pepe	Pepe_trials4-6 	b02-constr	1	b02-constr	whole_screen	5445	99570	1167	167	67	400	7	2764	233	whole_screen		2,88672	1883	1	2647	2				
Recording68	Pepe	Pepe_trials4-6 	d12-dilating	1	d12-dilating	whole_screen	5595	54759	1912	174	67	618	11	0	195	whole_screen		3,21191	3129	3	0	3	2574		30,09	
Recording68	Pepe	Pepe_trials4-6 	grey_screen	1	grey_screen	whole_screen	5096	41404	1367	273	67	733	5	1187	100	whole_screen		2,80569	1883	2	1171	1				
Recording68	Pepe	Pepe_trials4-6 	grey_screen	2	grey_screen	whole_screen	4579	60355	637	212	150	317	3	3126	150	whole_screen	whole_screen	2,51341	737	2	3076	1				
Recording68	Pepe	Pepe_trials4-6 	grey_screen	3	grey_screen	whole_screen	4546	89529	0				0						0	0		0				
Recording68	Pepe	Pepe_trials4-6 	h13-constr	1	h13-constr	whole_screen	5578	83951	0				0						0	0		0				
Recording68	Pepe	Pepe_trials4-6 	Entire Recording	1	b02-constr,d12-dilating,grey_screen,h13-constr,Kanji The Parrot makes squeak toy noise when squeezed,Kitten meowing to attract cats,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com)	whole_screen	105205	0	1167	167	67	400	7	102334	233	whole_screen		2,88672	1883	1	102217	2				
Recording68	Pepe	Pepe_trials4-6 	Entire Recording	1	b02-constr,d12-dilating,grey_screen,h13-constr,Kanji The Parrot makes squeak toy noise when squeezed,Kitten meowing to attract cats,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com)	whole_screen	105205	0	0				0			whole_screen			0	0		0				
Recording68	Pepe	Pepe_trials4-6 	Entire Recording	1	b02-constr,d12-dilating,grey_screen,h13-constr,Kanji The Parrot makes squeak toy noise when squeezed,Kitten meowing to attract cats,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com)	whole_screen	105205	0	1912	174	67	618	11	54759	195	whole_screen		3,21191	3129	3	54759	3	57333		30,09	
Recording68	Pepe	Pepe_trials4-6 	Entire Recording	1	b02-constr,d12-dilating,grey_screen,h13-constr,Kanji The Parrot makes squeak toy noise when squeezed,Kitten meowing to attract cats,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com)	whole_screen	105205	0	2004	250	67	733	8	42592	100	whole_screen		2,71314	2620	4	42575	2				
Recording117	kaije	Kaije_trials49-54	b06-dilating	1	b06-dilating	whole_screen	5612	67142	5612	5612	5612	5612	1	0	5612	whole_screen	whole_screen	3,87384	5612	1	0	0				
Recording117	kaije	Kaije_trials49-54	b14-constr	1	b14-constr	whole_screen	5612	39733	2895	132	67	326	22	342	158	whole_screen	whole_screen	4,03087	5270	1	342	2				
Recording117	kaije	Kaije_trials49-54	d04-constr	1	d04-constr	whole_screen	5628	51689	3050	203	17	1100	15	95	367	whole_screen	whole_screen	4,01724	5566	1	62	5				
Recording117	kaije	Kaije_trials49-54	grey_screen	1	grey_screen	whole_screen	5062	19101	5062	5062	5062	5062	1	0	5062	whole_screen	whole_screen	4,57338	5062	1	0	0				
Recording117	kaije	Kaije_trials49-54	grey_screen	2	grey_screen	whole_screen	4579	45345	1940	121	67	367	16	0	173	whole_screen		4,03784	4540	1	0	2				
Recording117	kaije	Kaije_trials49-54	grey_screen	3	grey_screen	whole_screen	4646	57317	1783	105	67	150	17	0	67	whole_screen		3,9035	4067	1	0	6				
Recording117	kaije	Kaije_trials49-54	grey_screen	4	grey_screen	whole_screen	4579	72754	4579	4579	4579	4579	1	0	4579	whole_screen	whole_screen	3,84173	4579	1	0	0				
Recording117	kaije	Kaije_trials49-54	grey_screen	5	grey_screen	whole_screen	4629	94535	3595	1198	108	3378	3	463	108	whole_screen	whole_screen	3,93718	3857	2	427	1	1135		215,41	
Recording117	kaije	Kaije_trials49-54	grey_screen	6	grey_screen	whole_screen	4513	108806	3702	925	87	2525	4	0	695	whole_screen		3,8204	4203	1	0	1				
Recording117	kaije	Kaije_trials49-54	h03-constr	1	h03-constr	whole_screen	5595	103211	4928	1643	237	4346	3	30	4346	whole_screen	whole_screen	3,846	5582	1	13	0				
Recording117	kaije	Kaije_trials49-54	h03-dilating	1	h03-dilating	whole_screen	5379	115800	5329	2664	2340	2989	2	0	2340	whole_screen	whole_screen	3,97393	5379	1	0	0				
Recording117	kaije	Kaije_trials49-54	h09-dilating	1	h09-dilating	whole_screen	5595	88940	5159	2580	1334	3825	2	0	3825	whole_screen		3,88686	5270	1	0	0				
Recording117	kaije	Kaije_trials49-54	Entire Recording	1	A mole digging a hole cauught on camera (online-video-cutter.com),ASMR Dog Mukbang Pitbull Eating Raw Foods,b06-dilating,b14-constr,Bunny_eating (online-video-cutter.com),Corgi Snow Tunnel (online-video-cutter.com),d04-constr,grey_screen,h03-constr,h03-dilating,h09-dilating,Rabbit sounds,wild baby bunnies (online-video-cutter.com)	whole_screen	121409	0	2895	132	67	326	22	40075	158	whole_screen		4,03087	5270	1	40075	2				
Recording117	kaije	Kaije_trials49-54	Entire Recording	1	A mole digging a hole cauught on camera (online-video-cutter.com),ASMR Dog Mukbang Pitbull Eating Raw Foods,b06-dilating,b14-constr,Bunny_eating (online-video-cutter.com),Corgi Snow Tunnel (online-video-cutter.com),d04-constr,grey_screen,h03-constr,h03-dilating,h09-dilating,Rabbit sounds,wild baby bunnies (online-video-cutter.com)	whole_screen	121409	0	5159	2580	1334	3825	2	88940	3825	whole_screen		3,88686	5270	1	88940	0				
Recording117	kaije	Kaije_trials49-54	Entire Recording	1	A mole digging a hole cauught on camera (online-video-cutter.com),ASMR Dog Mukbang Pitbull Eating Raw Foods,b06-dilating,b14-constr,Bunny_eating (online-video-cutter.com),Corgi Snow Tunnel (online-video-cutter.com),d04-constr,grey_screen,h03-constr,h03-dilating,h09-dilating,Rabbit sounds,wild baby bunnies (online-video-cutter.com)	whole_screen	121409	0	3050	203	17	1100	15	51784	367	whole_screen		4,01724	5566	1	51751	5				
Recording117	kaije	Kaije_trials49-54	Entire Recording	1	A mole digging a hole cauught on camera (online-video-cutter.com),ASMR Dog Mukbang Pitbull Eating Raw Foods,b06-dilating,b14-constr,Bunny_eating (online-video-cutter.com),Corgi Snow Tunnel (online-video-cutter.com),d04-constr,grey_screen,h03-constr,h03-dilating,h09-dilating,Rabbit sounds,wild baby bunnies (online-video-cutter.com)	whole_screen	121409	0	5329	2664	2340	2989	2	115800	2340	whole_screen		3,97393	5379	1	115800	0				
Recording117	kaije	Kaije_trials49-54	Entire Recording	1	A mole digging a hole cauught on camera (online-video-cutter.com),ASMR Dog Mukbang Pitbull Eating Raw Foods,b06-dilating,b14-constr,Bunny_eating (online-video-cutter.com),Corgi Snow Tunnel (online-video-cutter.com),d04-constr,grey_screen,h03-constr,h03-dilating,h09-dilating,Rabbit sounds,wild baby bunnies (online-video-cutter.com)	whole_screen	121409	0	20662	492	67	5062	42	19101	5062	whole_screen		4,05981	26308	7	19101	10	95670		215,41	
Recording117	kaije	Kaije_trials49-54	Entire Recording	1	A mole digging a hole cauught on camera (online-video-cutter.com),ASMR Dog Mukbang Pitbull Eating Raw Foods,b06-dilating,b14-constr,Bunny_eating (online-video-cutter.com),Corgi Snow Tunnel (online-video-cutter.com),d04-constr,grey_screen,h03-constr,h03-dilating,h09-dilating,Rabbit sounds,wild baby bunnies (online-video-cutter.com)	whole_screen	121409	0	5612	5612	5612	5612	1	67142	5612	whole_screen		3,87384	5612	1	67142	0				
Recording117	kaije	Kaije_trials49-54	Entire Recording	1	A mole digging a hole cauught on camera (online-video-cutter.com),ASMR Dog Mukbang Pitbull Eating Raw Foods,b06-dilating,b14-constr,Bunny_eating (online-video-cutter.com),Corgi Snow Tunnel (online-video-cutter.com),d04-constr,grey_screen,h03-constr,h03-dilating,h09-dilating,Rabbit sounds,wild baby bunnies (online-video-cutter.com)	whole_screen	121409	0	4928	1643	237	4346	3	103240	4346	whole_screen		3,846	5582	1	103224	0				
Recording190	Messi	Messi_trials40-42	b12-constr	1	b12-constr	whole_screen	5412	170307	4912	1637	395	2867	3	0	2867	whole_screen	whole_screen	3,68413	5412	1	0	0				
Recording190	Messi	Messi_trials40-42	d08-dilating	1	d08-dilating	whole_screen	5645	144396	4345	869	134	1533	5	0	822	whole_screen	whole_screen	3,57006	4595	2	0	2				
Recording190	Messi	Messi_trials40-42	grey_screen	1	grey_screen	whole_screen	4579	138251	3983	797	67	1750	5	0	1750	whole_screen		3,55145	4483	1	0	0				
Recording190	Messi	Messi_trials40-42	grey_screen	2	grey_screen	whole_screen	4579	150041	3043	338	89	775	9	0	111	whole_screen		3,4156	4073	1	0	5				
Recording190	Messi	Messi_trials40-42	grey_screen	3	grey_screen	whole_screen	4563	165061	3797	759	217	1100	5	0	746	whole_screen	whole_screen	3,6663	4563	1	0	1				
Recording190	Messi	Messi_trials40-42	h11-dilating	1	h11-dilating	whole_screen	5612	159449	5612	5612	5612	5612	1	0	5612	whole_screen	whole_screen	3,68204	5612	1	0	0				
Recording190	Messi	Messi_trials40-42	Entire Recording	1	2023-09-23 07.14.52 3197954336300737299_3057206773,ASMR Dog Mukbang Pitbull Eating Raw Foods,b12-constr,d08-dilating,grey_screen,h11-dilating,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com)	whole_screen	175939	0	4345	869	134	1533	5	144396	822	whole_screen		3,57006	4595	2	144396	2				
Recording190	Messi	Messi_trials40-42	Entire Recording	1	2023-09-23 07.14.52 3197954336300737299_3057206773,ASMR Dog Mukbang Pitbull Eating Raw Foods,b12-constr,d08-dilating,grey_screen,h11-dilating,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com)	whole_screen	175939	0	10822	570	67	1750	19	138251	1750	whole_screen		3,5537	13119	3	138251	6				
Recording190	Messi	Messi_trials40-42	Entire Recording	1	2023-09-23 07.14.52 3197954336300737299_3057206773,ASMR Dog Mukbang Pitbull Eating Raw Foods,b12-constr,d08-dilating,grey_screen,h11-dilating,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com)	whole_screen	175939	0	5612	5612	5612	5612	1	159449	5612	whole_screen		3,68204	5612	1	159449	0				
Recording190	Messi	Messi_trials40-42	Entire Recording	1	2023-09-23 07.14.52 3197954336300737299_3057206773,ASMR Dog Mukbang Pitbull Eating Raw Foods,b12-constr,d08-dilating,grey_screen,h11-dilating,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com)	whole_screen	175939	0	4912	1637	395	2867	3	170307	2867	whole_screen		3,68413	5412	1	170307	0				
Recording90	jazz	Jazz_trials13-15 	d03-constr	1	d03-constr	whole_screen	5429	144780	0				0						0	0		0				
Recording90	jazz	Jazz_trials13-15 	d06-dilating	1	d06-dilating	whole_screen	5629	129043	0				0						0	0		0				
Recording90	jazz	Jazz_trials13-15 	grey_screen	1	grey_screen	whole_screen	5129	102200	0				0						0	0		0				
Recording90	jazz	Jazz_trials13-15 	grey_screen	2	grey_screen	whole_screen	4680	118070	0				0						0	0		0				
Recording90	jazz	Jazz_trials13-15 	grey_screen	3	grey_screen	whole_screen	4596	134672	683	114	60	202	6	1613	73	whole_screen	whole_screen	2,75099	2983	1	1613	0				
Recording90	jazz	Jazz_trials13-15 	h14-constr	1	h14-constr	whole_screen	5612	112458	368	123	85	184	3	1586	184	whole_screen		2,64237	569	1	1586	1				
Recording90	jazz	Jazz_trials13-15 	Entire Recording	1	Corgi Snow Tunnel (online-video-cutter.com),d03-constr,d06-dilating,dog_puppy_barking,grey_screen,h14-constr,Kitten meowing to attract cats	whole_screen	150421	0	0				0			whole_screen			0	0		0				
Recording90	jazz	Jazz_trials13-15 	Entire Recording	1	Corgi Snow Tunnel (online-video-cutter.com),d03-constr,d06-dilating,dog_puppy_barking,grey_screen,h14-constr,Kitten meowing to attract cats	whole_screen	150421	0	683	114	60	202	6	136285	73	whole_screen		2,75099	2983	1	136285	0				
Recording90	jazz	Jazz_trials13-15 	Entire Recording	1	Corgi Snow Tunnel (online-video-cutter.com),d03-constr,d06-dilating,dog_puppy_barking,grey_screen,h14-constr,Kitten meowing to attract cats	whole_screen	150421	0	368	123	85	184	3	114044	184	whole_screen		2,64237	569	1	114044	1				
Recording90	jazz	Jazz_trials13-15 	Entire Recording	1	Corgi Snow Tunnel (online-video-cutter.com),d03-constr,d06-dilating,dog_puppy_barking,grey_screen,h14-constr,Kitten meowing to attract cats	whole_screen	150421	0	0				0			whole_screen			0	0		0				
Recording181	kaije	Kaije_trials1-3	b02-constr	1	b02-constr	whole_screen	5762	63096	0				0						0	0		0				
Recording181	kaije	Kaije_trials1-3	grey_screen	1	grey_screen	whole_screen	4563	39950	67	67	67	67	1	826	67	whole_screen		4,48069	83	1	809	0				
Recording181	kaije	Kaije_trials1-3	grey_screen	2	grey_screen	whole_screen	4596	68858	367	183	100	267	2	162	267	whole_screen		3,88162	517	1	78	0	78		198,13	
Recording181	kaije	Kaije_trials1-3	grey_screen	3	grey_screen	whole_screen	4513	98066	1114	1114	1114	1114	1	0	1114	whole_screen		3,96895	1114	1	0	0				
Recording181	kaije	Kaije_trials1-3	h05-dilating	1	h05-dilating	whole_screen	5578	92487	5179	1726	295	4517	3	0	295	whole_screen	whole_screen	3,94236	5578	1	0	0				
Recording181	kaije	Kaije_trials1-3	h13-dilating	1	h13-dilating	whole_screen	5412	108007	400	200	167	234	2	4948	167	whole_screen		3,72739	450	1	4915	1				
Recording181	kaije	Kaije_trials1-3	Entire Recording	1	b02-constr,grey_screen,h05-dilating,h13-dilating,Kanji The Parrot makes squeak toy noise when squeezed,Kitten meowing to attract cats,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com)	whole_screen	113647	0	0				0			whole_screen			0	0		0				
Recording181	kaije	Kaije_trials1-3	Entire Recording	1	b02-constr,grey_screen,h05-dilating,h13-dilating,Kanji The Parrot makes squeak toy noise when squeezed,Kitten meowing to attract cats,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com)	whole_screen	113647	0	400	200	167	234	2	112955	167	whole_screen		3,72739	450	1	112922	1				
Recording181	kaije	Kaije_trials1-3	Entire Recording	1	b02-constr,grey_screen,h05-dilating,h13-dilating,Kanji The Parrot makes squeak toy noise when squeezed,Kitten meowing to attract cats,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com)	whole_screen	113647	0	5179	1726	295	4517	3	92487	295	whole_screen		3,94236	5578	1	92487	0				
Recording181	kaije	Kaije_trials1-3	Entire Recording	1	b02-constr,grey_screen,h05-dilating,h13-dilating,Kanji The Parrot makes squeak toy noise when squeezed,Kitten meowing to attract cats,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com)	whole_screen	113647	0	1548	387	67	1114	4	40776	67	whole_screen		3,9703	1714	3	40759	0	68936		198,13	
Recording127	Messi	Messi_trials28-30	b10-constr	1	b10-constr	whole_screen	5495	138387	0				0						0	0		0				
Recording127	Messi	Messi_trials28-30	d05-dilating	1	d05-dilating	whole_screen	5645	109263	0				0						0	0		0				
Recording127	Messi	Messi_trials28-30	d15-dilating	1	d15-dilating	whole_screen	5595	77807	0				0						0	0		0				
Recording127	Messi	Messi_trials28-30	grey_screen	1	grey_screen	whole_screen	5062	65318	0				0						0	0		0				
Recording127	Messi	Messi_trials28-30	grey_screen	2	grey_screen	whole_screen	4596	83402	0				0						0	0		0				
Recording127	Messi	Messi_trials28-30	grey_screen	3	grey_screen	whole_screen	4513	114908	0				0						0	0		0				
Recording127	Messi	Messi_trials28-30	Entire Recording	1	b10-constr,Corgi Snow Tunnel (online-video-cutter.com),d05-dilating,d15-dilating,grey_screen,Kanji The Parrot makes squeak toy noise when squeezed,Our pet pheasant (online-video-cutter.com)	whole_screen	144121	0	0				0						0	0		0				
Recording127	Messi	Messi_trials28-30	Entire Recording	1	b10-constr,Corgi Snow Tunnel (online-video-cutter.com),d05-dilating,d15-dilating,grey_screen,Kanji The Parrot makes squeak toy noise when squeezed,Our pet pheasant (online-video-cutter.com)	whole_screen	144121	0	0				0						0	0		0				
Recording127	Messi	Messi_trials28-30	Entire Recording	1	b10-constr,Corgi Snow Tunnel (online-video-cutter.com),d05-dilating,d15-dilating,grey_screen,Kanji The Parrot makes squeak toy noise when squeezed,Our pet pheasant (online-video-cutter.com)	whole_screen	144121	0	0				0						0	0		0				
Recording127	Messi	Messi_trials28-30	Entire Recording	1	b10-constr,Corgi Snow Tunnel (online-video-cutter.com),d05-dilating,d15-dilating,grey_screen,Kanji The Parrot makes squeak toy noise when squeezed,Our pet pheasant (online-video-cutter.com)	whole_screen	144121	0	0				0						0	0		0				
Recording75	Messi	Messi_trials10-12gs	b08-dilating	1	b08-dilating	whole_screen	5778	277342	0				0						0	0		0				
Recording75	Messi	Messi_trials10-12gs	d04-dilating	1	d04-dilating	whole_screen	5595	294028	638	128	21	251	5	0	21	whole_screen		4,48655	921	1	0	3				
Recording75	Messi	Messi_trials10-12gs	grey_screen	1	grey_screen	whole_screen	5112	250849	0				0						0	0		0				
Recording75	Messi	Messi_trials10-12gs	grey_screen	2	grey_screen	whole_screen	4596	283121	0				0						0	0		0				
Recording75	Messi	Messi_trials10-12gs	grey_screen	3	grey_screen	whole_screen	4563	299623	0				0						0	0		0				
Recording75	Messi	Messi_trials10-12gs	h01-constr	1	h01-constr	whole_screen	5412	305701	1799	120	12	168	15	0	12	whole_screen		4,7866	2751	1	0	12				
Recording75	Messi	Messi_trials10-12gs	Entire Recording	1	b08-dilating,Bunny_eating (online-video-cutter.com),d04-dilating,dog_puppy_barking,grey_screen,h01-constr,Our pet pheasant (online-video-cutter.com)	whole_screen	311350	0	0				0			whole_screen			0	0		0				
Recording75	Messi	Messi_trials10-12gs	Entire Recording	1	b08-dilating,Bunny_eating (online-video-cutter.com),d04-dilating,dog_puppy_barking,grey_screen,h01-constr,Our pet pheasant (online-video-cutter.com)	whole_screen	311350	0	1799	120	12	168	15	305701	12	whole_screen		4,7866	2751	1	305701	12				
Recording75	Messi	Messi_trials10-12gs	Entire Recording	1	b08-dilating,Bunny_eating (online-video-cutter.com),d04-dilating,dog_puppy_barking,grey_screen,h01-constr,Our pet pheasant (online-video-cutter.com)	whole_screen	311350	0	638	128	21	251	5	294028	21	whole_screen		4,48655	921	1	294028	3				
Recording75	Messi	Messi_trials10-12gs	Entire Recording	1	b08-dilating,Bunny_eating (online-video-cutter.com),d04-dilating,dog_puppy_barking,grey_screen,h01-constr,Our pet pheasant (online-video-cutter.com)	whole_screen	311350	0	0				0			whole_screen			0	0		0				
Recording158	Noodle	Noodle_trials43-45	b04-constr	1	b04-constr	whole_screen	5595	75791	2023	253	67	1138	8	0	179	whole_screen	whole_screen	3,51385	2373	4	0	1		4605		890,15
Recording158	Noodle	Noodle_trials43-45	d02-dilating	1	d02-dilating	whole_screen	5578	92227	0				0						0	0		0				
Recording158	Noodle	Noodle_trials43-45	grey_screen	1	grey_screen	whole_screen	4613	68198	0				0						0	0		0				
Recording158	Noodle	Noodle_trials43-45	grey_screen	2	grey_screen	whole_screen	4596	81386	226	113	43	183	2	0	43	whole_screen		2,76121	343	1	0	0				
Recording158	Noodle	Noodle_trials43-45	grey_screen	3	grey_screen	whole_screen	4545	97805	500	100	67	150	5	2453	100	whole_screen		3,18264	1350	1	2437	0				
Recording158	Noodle	Noodle_trials43-45	h00-dilating	1	h00-dilating	whole_screen	5412	119353	969	194	22	463	5	0	22	whole_screen		3,04327	1486	2	0	1				
Recording158	Noodle	Noodle_trials43-45	Entire Recording	1	2023-08-19 17.27.58 3172889463443954951_3057206773,b04-constr,d02-dilating,dog_puppy_barking,grey_screen,h00-dilating,Rabbit sounds	whole_screen	124985	0	2023	253	67	1138	8	75791	179	whole_screen		3,51385	2373	4	75791	1		80396		890,15
Recording158	Noodle	Noodle_trials43-45	Entire Recording	1	2023-08-19 17.27.58 3172889463443954951_3057206773,b04-constr,d02-dilating,dog_puppy_barking,grey_screen,h00-dilating,Rabbit sounds	whole_screen	124985	0	726	104	43	183	7	81386	43	whole_screen		3,04855	1693	2	81386	0				
Recording158	Noodle	Noodle_trials43-45	Entire Recording	1	2023-08-19 17.27.58 3172889463443954951_3057206773,b04-constr,d02-dilating,dog_puppy_barking,grey_screen,h00-dilating,Rabbit sounds	whole_screen	124985	0	969	194	22	463	5	119353	22	whole_screen		3,04327	1486	2	119353	1				
Recording158	Noodle	Noodle_trials43-45	Entire Recording	1	2023-08-19 17.27.58 3172889463443954951_3057206773,b04-constr,d02-dilating,dog_puppy_barking,grey_screen,h00-dilating,Rabbit sounds	whole_screen	124985	0	0				0			whole_screen			0	0		0				
Recording188	Pepe	Pepe_trials37-39 	b01-constr	1	b01-constr	whole_screen	5395	422938	0				0						0	0		0				
Recording188	Pepe	Pepe_trials37-39 	grey_screen	1	grey_screen	whole_screen	5062	367103	0				0						0	0		0				
Recording188	Pepe	Pepe_trials37-39 	grey_screen	2	grey_screen	whole_screen	4596	386952	0				0						0	0		0				
Recording188	Pepe	Pepe_trials37-39 	grey_screen	3	grey_screen	whole_screen	4513	407385	0				0						0	0		0				
Recording188	Pepe	Pepe_trials37-39 	h02-dilating	1	h02-dilating	whole_screen	5595	401789	0				0						0	0		0				
Recording188	Pepe	Pepe_trials37-39 	h03-constr	1	h03-constr	whole_screen	5595	381357	0				0						0	0		0				
Recording188	Pepe	Pepe_trials37-39 	Entire Recording	1	A mole digging a hole cauught on camera (online-video-cutter.com),b01-constr,grey_screen,h02-dilating,h03-constr,Hares Play Hard To Get _ Animal All-Stars (online-video-cutter.com),snow_cat	whole_screen	428583	0	0				0						0	0		0				
Recording188	Pepe	Pepe_trials37-39 	Entire Recording	1	A mole digging a hole cauught on camera (online-video-cutter.com),b01-constr,grey_screen,h02-dilating,h03-constr,Hares Play Hard To Get _ Animal All-Stars (online-video-cutter.com),snow_cat	whole_screen	428583	0	0				0						0	0		0				
Recording188	Pepe	Pepe_trials37-39 	Entire Recording	1	A mole digging a hole cauught on camera (online-video-cutter.com),b01-constr,grey_screen,h02-dilating,h03-constr,Hares Play Hard To Get _ Animal All-Stars (online-video-cutter.com),snow_cat	whole_screen	428583	0	0				0						0	0		0				
Recording188	Pepe	Pepe_trials37-39 	Entire Recording	1	A mole digging a hole cauught on camera (online-video-cutter.com),b01-constr,grey_screen,h02-dilating,h03-constr,Hares Play Hard To Get _ Animal All-Stars (online-video-cutter.com),snow_cat	whole_screen	428583	0	0				0						0	0		0				
Recording198	Messi	Messi_trials67-69	b11-constr	1	b11-constr	whole_screen	5578	152772	4378	730	57	2350	6	0	688	whole_screen	whole_screen	3,36624	5578	1	0	0				
Recording198	Messi	Messi_trials67-69	b11-dilating	1	b11-dilating	whole_screen	5578	140150	3318	553	83	1033	6	0	318	whole_screen		3,25122	3669	2	0	3				
Recording198	Messi	Messi_trials67-69	b15-dilating	1	b15-dilating	whole_screen	5395	164595	3135	448	67	1150	7	0	618	whole_screen		3,41567	4301	2	0	1				
Recording198	Messi	Messi_trials67-69	grey_screen	1	grey_screen	whole_screen	5162	131291	2808	401	41	1267	7	0	41	whole_screen		3,30066	3059	3	0	2				
Recording198	Messi	Messi_trials67-69	grey_screen	2	grey_screen	whole_screen	4611	145728	1600	320	117	517	5	595	250	whole_screen	whole_screen	3,29982	2550	2	512	0				
Recording198	Messi	Messi_trials67-69	grey_screen	3	grey_screen	whole_screen	4546	158350	3661	458	26	1383	8	0	26	whole_screen	whole_screen	3,41491	4546	1	0	5				
Recording198	Messi	Messi_trials67-69	Entire Recording	1	2023-08-19 17.27.58 3172889463443954951_3057206773,A mole digging a hole cauught on camera (online-video-cutter.com),b11-constr,b11-dilating,b15-dilating,grey_screen,nel pollaio con oche anatre germane , anatre mute galli galline tacchini e faraone (online-video-cutter.com)	whole_screen	170192	0	4378	730	57	2350	6	152772	688	whole_screen		3,36624	5578	1	152772	0				
Recording198	Messi	Messi_trials67-69	Entire Recording	1	2023-08-19 17.27.58 3172889463443954951_3057206773,A mole digging a hole cauught on camera (online-video-cutter.com),b11-constr,b11-dilating,b15-dilating,grey_screen,nel pollaio con oche anatre germane , anatre mute galli galline tacchini e faraone (online-video-cutter.com)	whole_screen	170192	0	3135	448	67	1150	7	164595	618	whole_screen		3,41567	4301	2	164595	1				
Recording198	Messi	Messi_trials67-69	Entire Recording	1	2023-08-19 17.27.58 3172889463443954951_3057206773,A mole digging a hole cauught on camera (online-video-cutter.com),b11-constr,b11-dilating,b15-dilating,grey_screen,nel pollaio con oche anatre germane , anatre mute galli galline tacchini e faraone (online-video-cutter.com)	whole_screen	170192	0	8068	403	26	1383	20	131291	41	whole_screen		3,35242	10155	6	131291	7				
Recording198	Messi	Messi_trials67-69	Entire Recording	1	2023-08-19 17.27.58 3172889463443954951_3057206773,A mole digging a hole cauught on camera (online-video-cutter.com),b11-constr,b11-dilating,b15-dilating,grey_screen,nel pollaio con oche anatre germane , anatre mute galli galline tacchini e faraone (online-video-cutter.com)	whole_screen	170192	0	3318	553	83	1033	6	140150	318	whole_screen		3,25122	3669	2	140150	3				
Recording159	Noodle	Noodle_trials46-48	b03-dilating	1	b03-dilating	whole_screen	5562	75804	2558	365	123	1059	7	0	123	whole_screen		3,09713	5379	1	0	2				
Recording159	Noodle	Noodle_trials46-48	b06-constr	1	b06-constr	whole_screen	5412	109042	2029	507	305	700	4	0	305	whole_screen	whole_screen	3,32327	2163	3	0	1				
Recording159	Noodle	Noodle_trials46-48	grey_screen	1	grey_screen	whole_screen	4546	68594	2630	188	69	584	14	0	86	whole_screen	whole_screen	3,02095	4546	1	0	3				
Recording159	Noodle	Noodle_trials46-48	grey_screen	2	grey_screen	whole_screen	4563	81367	1210	403	147	711	3	51	351	whole_screen		2,93206	4299	1	51	0				
Recording159	Noodle	Noodle_trials46-48	grey_screen	3	grey_screen	whole_screen	4496	92790	3131	447	69	1816	7	325	209	whole_screen		3,03626	3945	1	325	2				
Recording159	Noodle	Noodle_trials46-48	h06-dilating	1	h06-dilating	whole_screen	5578	87212	2594	288	104	691	9	0	525	whole_screen		2,98444	5299	1	0	2				
Recording159	Noodle	Noodle_trials46-48	Entire Recording	1	b03-dilating,b06-constr,dog_fed,grey_screen,h06-dilating,Hares Play Hard To Get _ Animal All-Stars (online-video-cutter.com),Squirrel alarm call	whole_screen	114654	0	2029	507	305	700	4	109042	305	whole_screen		3,32327	2163	3	109042	1				
Recording159	Noodle	Noodle_trials46-48	Entire Recording	1	b03-dilating,b06-constr,dog_fed,grey_screen,h06-dilating,Hares Play Hard To Get _ Animal All-Stars (online-video-cutter.com),Squirrel alarm call	whole_screen	114654	0	2594	288	104	691	9	87212	525	whole_screen		2,98444	5299	1	87212	2				
Recording159	Noodle	Noodle_trials46-48	Entire Recording	1	b03-dilating,b06-constr,dog_fed,grey_screen,h06-dilating,Hares Play Hard To Get _ Animal All-Stars (online-video-cutter.com),Squirrel alarm call	whole_screen	114654	0	6971	290	69	1816	24	68594	86	whole_screen		3,01252	12790	3	68594	5				
Recording159	Noodle	Noodle_trials46-48	Entire Recording	1	b03-dilating,b06-constr,dog_fed,grey_screen,h06-dilating,Hares Play Hard To Get _ Animal All-Stars (online-video-cutter.com),Squirrel alarm call	whole_screen	114654	0	2558	365	123	1059	7	75804	123	whole_screen		3,09713	5379	1	75804	2				
Recording91	jazz	Jazz_trials16-18	b08-constr	1	b08-constr	whole_screen	5628	74523	0				0						0	0		0				
