Recording	Participant	Timeline	TOI	Interval	Media	AOI	Duration_of_interval	Start_of_interval	Total_duration_of_fixations	Average_duration_of_fixations	Minimum_duration_of_fixations	Maximum_duration_of_fixations	Number_of_fixations	Time_to_first_fixation	Duration_of_first_fixation	Last_AOI_viewed	AOI_at_interval_end	Average_pupil_diameter	Total_duration_of_Visit	Average_duration_of_Visit	Minimum_duration_of_Visit	Maximum_duration_of_Visit	Number_of_Visits	Time_to_first_Visit	Duration_of_first_Visit	Total_duration_of_Glances	Number_of_saccades_in_AOI	Time_to_entry_saccade	Time_to_exit_saccade	Peak_velocity_of_entry_saccade	Peak_velocity_of_exit_saccade
Recording125	Messi	Messi_trials22-24	d01-constr	1	d01-constr	whole_screen	5429	141987	30	30	30	30	1	0	30	whole_screen		4,79178	30	30	30	30	1	0	30	30	0				
Recording125	Messi	Messi_trials22-24	d12-constr	1	d12-constr	whole_screen	5595	114312	218	218	218	218	1	522	218	whole_screen		4,73727	218	218	218	218	1	522	218	218	0				
Recording125	Messi	Messi_trials22-24	grey_screen	1	grey_screen	whole_screen	4596	104936	0				0						0				0			0	0				
Recording125	Messi	Messi_trials22-24	grey_screen	2	grey_screen	whole_screen	4646	119907	0				0						0				0			0	0				
Recording125	Messi	Messi_trials22-24	grey_screen	3	grey_screen	whole_screen	4546	134194	0				0						0				0			0	0				
Recording125	Messi	Messi_trials22-24	h10-dilating	1	h10-dilating	whole_screen	5595	128599	0				0						0				0			0	0				
Recording125	Messi	Messi_trials22-24	Entire Recording	1	Bunny_eating (online-video-cutter.com),d01-constr,d12-constr,dog_puppy_barking,grey_screen,h10-dilating,Kitten meowing to attract cats	whole_screen	147616	0	30	30	30	30	1	141987	30	whole_screen		4,79178	30	30	30	30	1	141987	30	30	0				
Recording125	Messi	Messi_trials22-24	Entire Recording	1	Bunny_eating (online-video-cutter.com),d01-constr,d12-constr,dog_puppy_barking,grey_screen,h10-dilating,Kitten meowing to attract cats	whole_screen	147616	0	0				0			whole_screen			0				0			0	0				
Recording125	Messi	Messi_trials22-24	Entire Recording	1	Bunny_eating (online-video-cutter.com),d01-constr,d12-constr,dog_puppy_barking,grey_screen,h10-dilating,Kitten meowing to attract cats	whole_screen	147616	0	0				0			whole_screen			0				0			0	0				
Recording125	Messi	Messi_trials22-24	Entire Recording	1	Bunny_eating (online-video-cutter.com),d01-constr,d12-constr,dog_puppy_barking,grey_screen,h10-dilating,Kitten meowing to attract cats	whole_screen	147616	0	218	218	218	218	1	114833	218	whole_screen		4,73727	218	218	218	218	1	114833	218	218	0				
Recording61	kaije	Kaije_trials16-18	b03-dilating	1	b03-dilating	whole_screen	5662	94825	1829	122	62	417	15	0	62	whole_screen	whole_screen	3,07481	5662	5662	5662	5662	1	0	5662	5662	2				
Recording61	kaije	Kaije_trials16-18	grey_screen	1	grey_screen	whole_screen	5096	72561	3216	179	58	653	18	7	133	whole_screen	whole_screen	3,30748	5089	5089	5089	5089	1	7	5089	5096	5				
Recording61	kaije	Kaije_trials16-18	grey_screen	2	grey_screen	whole_screen	4596	84834	1855	232	23	843	8	0	23	whole_screen		3,16961	4482	4482	4482	4482	1	0	4482	4482	0				
Recording61	kaije	Kaije_trials16-18	grey_screen	3	grey_screen	whole_screen	4513	100487	2796	215	67	697	13	0	416	whole_screen	whole_screen	2,96175	4513	4513	4513	4513	1	0	4513	4513	1				
Recording61	kaije	Kaije_trials16-18	h01-dilating	1	h01-dilating	whole_screen	5429	112077	3332	333	117	903	10	29	417	whole_screen	whole_screen	3,08084	5400	5400	5400	5400	1	29	5400	5416	0				
Recording61	kaije	Kaije_trials16-18	h06-dilating	1	h06-dilating	whole_screen	5612	79222	1658	138	67	402	12	80	133	whole_screen	whole_screen	3,16697	5532	5532	5532	5532	1	80	5532	5549	5				
Recording61	kaije	Kaije_trials16-18	Entire Recording	1	b03-dilating,d5d8b793-c98f-4412-9eb8-27017d7a6253,dog_fed,grey_screen,h01-dilating,h06-dilating,Our pet pheasant (online-video-cutter.com)	whole_screen	117721	0	1658	138	67	402	12	79302	133	whole_screen		3,16697	5532	5532	5532	5532	1	79302	5532	5549	5				
Recording61	kaije	Kaije_trials16-18	Entire Recording	1	b03-dilating,d5d8b793-c98f-4412-9eb8-27017d7a6253,dog_fed,grey_screen,h01-dilating,h06-dilating,Our pet pheasant (online-video-cutter.com)	whole_screen	117721	0	3332	333	117	903	10	112106	417	whole_screen		3,08084	5400	5400	5400	5400	1	112106	5400	5416	0				
Recording61	kaije	Kaije_trials16-18	Entire Recording	1	b03-dilating,d5d8b793-c98f-4412-9eb8-27017d7a6253,dog_fed,grey_screen,h01-dilating,h06-dilating,Our pet pheasant (online-video-cutter.com)	whole_screen	117721	0	7868	202	23	843	39	72568	133	whole_screen		3,1516	14084	4695	4482	5089	3	72568	5089	14100	6				
Recording61	kaije	Kaije_trials16-18	Entire Recording	1	b03-dilating,d5d8b793-c98f-4412-9eb8-27017d7a6253,dog_fed,grey_screen,h01-dilating,h06-dilating,Our pet pheasant (online-video-cutter.com)	whole_screen	117721	0	1829	122	62	417	15	94825	62	whole_screen		3,07481	5662	5662	5662	5662	1	94825	5662	5662	2				
Recording73	Messi	Messi_trials4-6 	d10-dilating	1	d10-dilating	whole_screen	5612	228451	3082	193	67	761	16	0	761	whole_screen		4,10956	3868	1934	1061	2807	2	0	1061	3884	11				
Recording73	Messi	Messi_trials4-6 	d15-constr	1	d15-constr	whole_screen	5412	273229	0				0						0				0			0	0				
Recording73	Messi	Messi_trials4-6 	grey_screen	1	grey_screen	whole_screen	5095	221524	0				0						0				0			0	0				
Recording73	Messi	Messi_trials4-6 	grey_screen	2	grey_screen	whole_screen	4579	234063	0				0						0				0			0	0				
Recording73	Messi	Messi_trials4-6 	grey_screen	3	grey_screen	whole_screen	4529	263255	0				0						0				0			0	0				
Recording73	Messi	Messi_trials4-6 	h02-constr	1	h02-constr	whole_screen	5578	257676	0				0						0				0			0	0				
Recording73	Messi	Messi_trials4-6 	Entire Recording	1	d10-dilating,d15-constr,grey_screen,h02-constr,Kanji The Parrot makes squeak toy noise when squeezed,Kitten meowing to attract cats,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com)	whole_screen	278865	0	3082	193	67	761	16	228451	761	whole_screen		4,10956	3868	1934	1061	2807	2	228451	1061	3884	11				
Recording73	Messi	Messi_trials4-6 	Entire Recording	1	d10-dilating,d15-constr,grey_screen,h02-constr,Kanji The Parrot makes squeak toy noise when squeezed,Kitten meowing to attract cats,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com)	whole_screen	278865	0	0				0			whole_screen			0				0			0	0				
Recording73	Messi	Messi_trials4-6 	Entire Recording	1	d10-dilating,d15-constr,grey_screen,h02-constr,Kanji The Parrot makes squeak toy noise when squeezed,Kitten meowing to attract cats,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com)	whole_screen	278865	0	0				0			whole_screen			0				0			0	0				
Recording73	Messi	Messi_trials4-6 	Entire Recording	1	d10-dilating,d15-constr,grey_screen,h02-constr,Kanji The Parrot makes squeak toy noise when squeezed,Kitten meowing to attract cats,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com)	whole_screen	278865	0	0				0			whole_screen			0				0			0	0				
Recording57	Noodle	Noodle_trials16-18	d08-constr	1	d08-constr	whole_screen	5595	128697	651	325	83	567	2	2450	567	whole_screen		2,91813	651	325	83	567	2	2450	567	718	0				
Recording57	Noodle	Noodle_trials16-18	d14-dilating	1	d14-dilating	whole_screen	5445	159853	101	101	101	101	1	4585	101	whole_screen		3,22479	101	101	101	101	1	4585	101	101	0				
Recording57	Noodle	Noodle_trials16-18	grey_screen	1	grey_screen	whole_screen	5129	97574	0				0						0				0			0	0				
Recording57	Noodle	Noodle_trials16-18	grey_screen	2	grey_screen	whole_screen	4646	112844	487	97	67	133	5	1435	69	whole_screen		2,83896	1627	1627	1627	1627	1	1435	1627	1661	2				
Recording57	Noodle	Noodle_trials16-18	grey_screen	3	grey_screen	whole_screen	4529	134292	639	213	69	369	3	256	69	whole_screen		2,82956	639	213	69	369	3	256	69	656	0				
Recording57	Noodle	Noodle_trials16-18	h13-constr	1	h13-constr	whole_screen	5628	107216	150	75	67	83	2	854	83	whole_screen		3,02069	150	75	67	83	2	854	83	184	0				
Recording57	Noodle	Noodle_trials16-18	Entire Recording	1	2023-09-23 07.14.52 3197954336300737299_3057206773,A mole digging a hole cauught on camera (online-video-cutter.com),d08-constr,d14-dilating,dog_fed,grey_screen,h13-constr	whole_screen	165524	0	651	325	83	567	2	131147	567	whole_screen		2,91813	651	325	83	567	2	131147	567	718	0				
Recording57	Noodle	Noodle_trials16-18	Entire Recording	1	2023-09-23 07.14.52 3197954336300737299_3057206773,A mole digging a hole cauught on camera (online-video-cutter.com),d08-constr,d14-dilating,dog_fed,grey_screen,h13-constr	whole_screen	165524	0	150	75	67	83	2	108070	83	whole_screen		3,02069	150	75	67	83	2	108070	83	184	0				
Recording57	Noodle	Noodle_trials16-18	Entire Recording	1	2023-09-23 07.14.52 3197954336300737299_3057206773,A mole digging a hole cauught on camera (online-video-cutter.com),d08-constr,d14-dilating,dog_fed,grey_screen,h13-constr	whole_screen	165524	0	101	101	101	101	1	164439	101	whole_screen		3,22479	101	101	101	101	1	164439	101	101	0				
Recording57	Noodle	Noodle_trials16-18	Entire Recording	1	2023-09-23 07.14.52 3197954336300737299_3057206773,A mole digging a hole cauught on camera (online-video-cutter.com),d08-constr,d14-dilating,dog_fed,grey_screen,h13-constr	whole_screen	165524	0	1126	141	67	369	8	114279	69	whole_screen		2,83363	2265	566	69	1627	4	114279	1627	2317	2				
Recording74	Messi	Messi_trials7-9	b14-dilating	1	b14-dilating	whole_screen	5612	193460	0				0						0				0			0	0				
Recording74	Messi	Messi_trials7-9	d00-constr	1	d00-constr	whole_screen	5445	237455	0				0						0				0			0	0				
Recording74	Messi	Messi_trials7-9	d04-constr	1	d04-constr	whole_screen	5728	171613	0				0						0				0			0	0				
Recording74	Messi	Messi_trials7-9	grey_screen	1	grey_screen	whole_screen	5112	147251	0				0						0				0			0	0				
Recording74	Messi	Messi_trials7-9	grey_screen	2	grey_screen	whole_screen	4579	177341	0				0						0				0			0	0				
Recording74	Messi	Messi_trials7-9	grey_screen	3	grey_screen	whole_screen	4496	199072	0				0						0				0			0	0				
Recording74	Messi	Messi_trials7-9	Entire Recording	1	b14-dilating,d00-constr,d04-constr,grey_screen,Kanji The Parrot makes squeak toy noise when squeezed,Male Duck “Quacking”,Squirrel alarm call	whole_screen	243111	0	0				0						0				0			0	0				
Recording74	Messi	Messi_trials7-9	Entire Recording	1	b14-dilating,d00-constr,d04-constr,grey_screen,Kanji The Parrot makes squeak toy noise when squeezed,Male Duck “Quacking”,Squirrel alarm call	whole_screen	243111	0	0				0						0				0			0	0				
Recording74	Messi	Messi_trials7-9	Entire Recording	1	b14-dilating,d00-constr,d04-constr,grey_screen,Kanji The Parrot makes squeak toy noise when squeezed,Male Duck “Quacking”,Squirrel alarm call	whole_screen	243111	0	0				0						0				0			0	0				
Recording74	Messi	Messi_trials7-9	Entire Recording	1	b14-dilating,d00-constr,d04-constr,grey_screen,Kanji The Parrot makes squeak toy noise when squeezed,Male Duck “Quacking”,Squirrel alarm call	whole_screen	243111	0	0				0						0				0			0	0				
Recording77	Messi	Messi_trials13-15	grey_screen	1	grey_screen	whole_screen	5295	20890	0				0						0				0			0	0				
Recording77	Messi	Messi_trials13-15	grey_screen	2	grey_screen	whole_screen	4646	41538	0				0						0				0			0	0				
Recording77	Messi	Messi_trials13-15	grey_screen	3	grey_screen	whole_screen	4529	56975	0				0						0				0			0	0				
Recording77	Messi	Messi_trials13-15	h01-dilating	1	h01-dilating	whole_screen	5595	51380	0				0						0				0			0	0				
Recording77	Messi	Messi_trials13-15	h04-dilating	1	h04-dilating	whole_screen	5628	35910	73	73	73	73	1	2696	73	whole_screen		3,19477	73	73	73	73	1	2696	73	109	0				
Recording77	Messi	Messi_trials13-15	h05-constr	1	h05-constr	whole_screen	5462	75125	0				0						0				0			0	0				
Recording77	Messi	Messi_trials13-15	Entire Recording	1	grey_screen,h01-dilating,h04-dilating,h05-constr,Happy guinea pigs wheeking and squeaking! (online-video-cutter.com),Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com),Rabbit sounds	whole_screen	80802	0	0				0			whole_screen			0				0			0	0				
Recording77	Messi	Messi_trials13-15	Entire Recording	1	grey_screen,h01-dilating,h04-dilating,h05-constr,Happy guinea pigs wheeking and squeaking! (online-video-cutter.com),Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com),Rabbit sounds	whole_screen	80802	0	0				0			whole_screen			0				0			0	0				
Recording77	Messi	Messi_trials13-15	Entire Recording	1	grey_screen,h01-dilating,h04-dilating,h05-constr,Happy guinea pigs wheeking and squeaking! (online-video-cutter.com),Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com),Rabbit sounds	whole_screen	80802	0	73	73	73	73	1	38606	73	whole_screen		3,19477	73	73	73	73	1	38606	73	109	0				
Recording77	Messi	Messi_trials13-15	Entire Recording	1	grey_screen,h01-dilating,h04-dilating,h05-constr,Happy guinea pigs wheeking and squeaking! (online-video-cutter.com),Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com),Rabbit sounds	whole_screen	80802	0	0				0			whole_screen			0				0			0	0				
Recording80	Barney	Barney_trials4-6	d10-constr	1	d10-constr	whole_screen	5429	306533	0				0						0				0			0	0				
Recording80	Barney	Barney_trials4-6	grey_screen	1	grey_screen	whole_screen	5146	216461	0				0						0				0			0	0				
Recording80	Barney	Barney_trials4-6	grey_screen	2	grey_screen	whole_screen	4562	246285	0				0						0				0			0	0				
Recording80	Barney	Barney_trials4-6	grey_screen	3	grey_screen	whole_screen	4546	268100	0				0						0				0			0	0				
Recording80	Barney	Barney_trials4-6	h06-dilating	1	h06-dilating	whole_screen	5645	262455	0				0						0				0			0	0				
Recording80	Barney	Barney_trials4-6	h07-dilating	1	h07-dilating	whole_screen	5628	240657	0				0						0				0			0	0				
Recording80	Barney	Barney_trials4-6	Entire Recording	1	d10-constr,grey_screen,h06-dilating,h07-dilating,Kanji The Parrot makes squeak toy noise when squeezed,Male Duck “Quacking”,Squirrel alarm call	whole_screen	312182	0	0				0						0				0			0	0				
Recording80	Barney	Barney_trials4-6	Entire Recording	1	d10-constr,grey_screen,h06-dilating,h07-dilating,Kanji The Parrot makes squeak toy noise when squeezed,Male Duck “Quacking”,Squirrel alarm call	whole_screen	312182	0	0				0						0				0			0	0				
Recording80	Barney	Barney_trials4-6	Entire Recording	1	d10-constr,grey_screen,h06-dilating,h07-dilating,Kanji The Parrot makes squeak toy noise when squeezed,Male Duck “Quacking”,Squirrel alarm call	whole_screen	312182	0	0				0						0				0			0	0				
Recording80	Barney	Barney_trials4-6	Entire Recording	1	d10-constr,grey_screen,h06-dilating,h07-dilating,Kanji The Parrot makes squeak toy noise when squeezed,Male Duck “Quacking”,Squirrel alarm call	whole_screen	312182	0	0				0						0				0			0	0				
Recording160	Noodle	Noodle_trials49-51	b04-dilating	1	b04-dilating	whole_screen	5578	47564	137	69	67	70	2	3420	67	whole_screen		2,48131	137	69	67	70	2	3420	67	172	0				
Recording160	Noodle	Noodle_trials49-51	grey_screen	1	grey_screen	whole_screen	4596	38988	0				0						0				0			0	0				
Recording160	Noodle	Noodle_trials49-51	grey_screen	2	grey_screen	whole_screen	4579	53143	105	105	105	105	1	26	105	whole_screen		2,30968	105	105	105	105	1	26	105	105	0				
Recording160	Noodle	Noodle_trials49-51	grey_screen	3	grey_screen	whole_screen	4530	68346	67	67	67	67	1	3808	67	whole_screen		2,8119	67	67	67	67	1	3808	67	100	0	3774		1612,11	
Recording160	Noodle	Noodle_trials49-51	h08-constr	1	h08-constr	whole_screen	5412	93974	0				0						0				0			0	0				
Recording160	Noodle	Noodle_trials49-51	h14-constr	1	h14-constr	whole_screen	5578	62767	351	175	123	227	2	2552	123	whole_screen		2,49117	438	438	438	438	1	2552	438	438	0				
Recording160	Noodle	Noodle_trials49-51	Entire Recording	1	b04-dilating,Bunny_eating (online-video-cutter.com),grey_screen,h08-constr,h14-constr,Kitten meowing to attract cats,Our pet pheasant (online-video-cutter.com)	whole_screen	99597	0	137	69	67	70	2	50984	67	whole_screen		2,48131	137	69	67	70	2	50984	67	172	0				
Recording160	Noodle	Noodle_trials49-51	Entire Recording	1	b04-dilating,Bunny_eating (online-video-cutter.com),grey_screen,h08-constr,h14-constr,Kitten meowing to attract cats,Our pet pheasant (online-video-cutter.com)	whole_screen	99597	0	172	86	67	105	2	53169	105	whole_screen		2,51057	172	86	67	105	2	53169	105	205	0	72120		1612,11	
Recording160	Noodle	Noodle_trials49-51	Entire Recording	1	b04-dilating,Bunny_eating (online-video-cutter.com),grey_screen,h08-constr,h14-constr,Kitten meowing to attract cats,Our pet pheasant (online-video-cutter.com)	whole_screen	99597	0	351	175	123	227	2	65320	123	whole_screen		2,49117	438	438	438	438	1	65320	438	438	0				
Recording160	Noodle	Noodle_trials49-51	Entire Recording	1	b04-dilating,Bunny_eating (online-video-cutter.com),grey_screen,h08-constr,h14-constr,Kitten meowing to attract cats,Our pet pheasant (online-video-cutter.com)	whole_screen	99597	0	0				0			whole_screen			0				0			0	0				
Recording166	Noodle	Noodle_trials67-69	b14-dilating	1	b14-dilating	whole_screen	5412	69177	0				0						0				0			0	0				
Recording166	Noodle	Noodle_trials67-69	d01-constr	1	d01-constr	whole_screen	5612	29628	2134	711	334	1283	3	1041	334	whole_screen		2,58858	2784	1392	517	2267	2	1041	2267	2854	0		3308		447,68
Recording166	Noodle	Noodle_trials67-69	d11-constr	1	d11-constr	whole_screen	5595	48945	554	277	167	387	2	1159	167	whole_screen		2,4685	572	572	572	572	1	1159	572	572	1				
Recording166	Noodle	Noodle_trials67-69	grey_screen	1	grey_screen	whole_screen	5095	21385	2312	154	17	812	15	0	17	whole_screen	whole_screen	2,50096	5095	5095	5095	5095	1	0	5095	5095	5				
Recording166	Noodle	Noodle_trials67-69	grey_screen	2	grey_screen	whole_screen	4596	35240	785	157	67	250	5	1825	151	whole_screen		2,62082	985	492	385	600	2	1825	385	985	1				
Recording166	Noodle	Noodle_trials67-69	grey_screen	3	grey_screen	whole_screen	4529	54540	484	161	67	217	3	1896	200	whole_screen		2,39637	651	325	200	450	2	1896	200	701	0				
Recording166	Noodle	Noodle_trials67-69	Entire Recording	1	b14-dilating,d01-constr,d11-constr,grey_screen,Hares Play Hard To Get _ Animal All-Stars (online-video-cutter.com),snow_cat,wild baby bunnies (online-video-cutter.com)	whole_screen	74795	0	0				0			whole_screen			0				0			0	0				
Recording166	Noodle	Noodle_trials67-69	Entire Recording	1	b14-dilating,d01-constr,d11-constr,grey_screen,Hares Play Hard To Get _ Animal All-Stars (online-video-cutter.com),snow_cat,wild baby bunnies (online-video-cutter.com)	whole_screen	74795	0	2134	711	334	1283	3	30670	334	whole_screen		2,58858	2784	1392	517	2267	2	30670	2267	2854	0		32937		447,68
Recording166	Noodle	Noodle_trials67-69	Entire Recording	1	b14-dilating,d01-constr,d11-constr,grey_screen,Hares Play Hard To Get _ Animal All-Stars (online-video-cutter.com),snow_cat,wild baby bunnies (online-video-cutter.com)	whole_screen	74795	0	3581	156	17	812	23	21385	17	whole_screen		2,51305	6731	1346	200	5095	5	21385	5095	6781	6				
Recording166	Noodle	Noodle_trials67-69	Entire Recording	1	b14-dilating,d01-constr,d11-constr,grey_screen,Hares Play Hard To Get _ Animal All-Stars (online-video-cutter.com),snow_cat,wild baby bunnies (online-video-cutter.com)	whole_screen	74795	0	554	277	167	387	2	50104	167	whole_screen		2,4685	572	572	572	572	1	50104	572	572	1				
Recording169	Noodle	Noodle_trials76-78	b15-dilating	1	b15-dilating	whole_screen	5579	32431	4306	331	42	1533	13	0	218	whole_screen	whole_screen	3,2436	5212	2606	574	4638	2	0	574	5262	5				
Recording169	Noodle	Noodle_trials76-78	d05-dilating	1	d05-dilating	whole_screen	5396	44070	2198	275	83	750	8	412	400	whole_screen	whole_screen	3,25717	2381	595	364	800	4	412	800	2416	3		1212		115,34
Recording169	Noodle	Noodle_trials76-78	grey_screen	1	grey_screen	whole_screen	5162	15246	3205	200	67	683	16	58	100	whole_screen	whole_screen	3,14555	5105	5105	5105	5105	1	58	5105	5105	2				
Recording169	Noodle	Noodle_trials76-78	grey_screen	2	grey_screen	whole_screen	4579	26985	3101	310	69	1154	10	103	1154	whole_screen	whole_screen	3,33012	4477	4477	4477	4477	1	103	4477	4527	3				
Recording169	Noodle	Noodle_trials76-78	grey_screen	3	grey_screen	whole_screen	4513	38009	1827	261	25	500	7	0	25	whole_screen		3,50742	3182	3182	3182	3182	1	0	3182	3182	3				
Recording169	Noodle	Noodle_trials76-78	h05-constr	1	h05-constr	whole_screen	5612	21374	2264	206	67	679	11	0	679	whole_screen		2,88516	5514	5514	5514	5514	1	0	5514	5514	1				
Recording169	Noodle	Noodle_trials76-78	Entire Recording	1	b15-dilating,d05-dilating,grey_screen,h05-constr,Male Duck “Quacking”,nel pollaio con oche anatre germane , anatre mute galli galline tacchini e faraone (online-video-cutter.com),Squirrel alarm call	whole_screen	49696	0	2264	206	67	679	11	21374	679	whole_screen		2,88516	5514	5514	5514	5514	1	21374	5514	5514	1				
Recording169	Noodle	Noodle_trials76-78	Entire Recording	1	b15-dilating,d05-dilating,grey_screen,h05-constr,Male Duck “Quacking”,nel pollaio con oche anatre germane , anatre mute galli galline tacchini e faraone (online-video-cutter.com),Squirrel alarm call	whole_screen	49696	0	2198	275	83	750	8	44482	400	whole_screen		3,25717	2381	595	364	800	4	44482	800	2416	3		45283		115,34
Recording169	Noodle	Noodle_trials76-78	Entire Recording	1	b15-dilating,d05-dilating,grey_screen,h05-constr,Male Duck “Quacking”,nel pollaio con oche anatre germane , anatre mute galli galline tacchini e faraone (online-video-cutter.com),Squirrel alarm call	whole_screen	49696	0	4306	331	42	1533	13	32431	218	whole_screen		3,2436	5212	2606	574	4638	2	32431	574	5262	5				
Recording169	Noodle	Noodle_trials76-78	Entire Recording	1	b15-dilating,d05-dilating,grey_screen,h05-constr,Male Duck “Quacking”,nel pollaio con oche anatre germane , anatre mute galli galline tacchini e faraone (online-video-cutter.com),Squirrel alarm call	whole_screen	49696	0	8134	246	25	1154	33	15303	100	whole_screen		3,2972	12763	4254	3182	5105	3	15303	5105	12813	8				
Recording146	kaije	Kaije_trials85-90	b07-constr	1	b07-constr	whole_screen	5462	181141	0				0						0				0			0	0				
Recording146	kaije	Kaije_trials85-90	d02-constr	1	d02-constr	whole_screen	5578	155447	0				0						0				0			0	0				
Recording146	kaije	Kaije_trials85-90	d05-constr	1	d05-constr	whole_screen	5678	82544	934	93	67	133	10	848	67	whole_screen		4,37768	2651	2651	2651	2651	1	848	2651	2667	2				
Recording146	kaije	Kaije_trials85-90	d12-constr	1	d12-constr	whole_screen	5628	115665	150	150	150	150	1	657	150	whole_screen		3,77391	150	150	150	150	1	657	150	200	0				
Recording146	kaije	Kaije_trials85-90	d14-constr	1	d14-constr	whole_screen	5595	136081	4693	391	67	1150	12	0	125	whole_screen		4,18086	5093	5093	5093	5093	1	0	5093	5093	7				
Recording146	kaije	Kaije_trials85-90	grey_screen	1	grey_screen	whole_screen	4646	60730	1632	136	67	267	12	0	117	whole_screen		4,23845	2390	1195	88	2302	2	0	2302	2390	4				
Recording146	kaije	Kaije_trials85-90	grey_screen	2	grey_screen	whole_screen	4597	88222	0				0						0				0			0	0				
Recording146	kaije	Kaije_trials85-90	grey_screen	3	grey_screen	whole_screen	4629	106989	0				0						0				0			0	0				
Recording146	kaije	Kaije_trials85-90	grey_screen	4	grey_screen	whole_screen	4613	121294	0				0						0				0			0	0				
Recording146	kaije	Kaije_trials85-90	grey_screen	5	grey_screen	whole_screen	4629	141676	0				0						0				0			0	0				
Recording146	kaije	Kaije_trials85-90	grey_screen	6	grey_screen	whole_screen	4563	161026	0				0						0				0			0	0				
Recording146	kaije	Kaije_trials85-90	h14-dilating	1	h14-dilating	whole_screen	5612	101378	0				0						0				0			0	0				
Recording146	kaije	Kaije_trials85-90	Entire Recording	1	2023-08-19 17.27.58 3172889463443954951_3057206773,ASMR Dog Mukbang Pitbull Eating Raw Foods,b07-constr,Bunny_eating (online-video-cutter.com),d02-constr,d05-constr,d12-constr,d14-constr,grey_screen,h14-dilating,Hares Play Hard To Get _ Animal All-Stars (online-video-cutter.com),snow_cat,Squirrels Just Wanna Have Fun _ America's National Parks (online-video-cutter.com)	whole_screen	186829	0	4693	391	67	1150	12	136081	125	whole_screen		4,18086	5093	5093	5093	5093	1	136081	5093	5093	7				
Recording146	kaije	Kaije_trials85-90	Entire Recording	1	2023-08-19 17.27.58 3172889463443954951_3057206773,ASMR Dog Mukbang Pitbull Eating Raw Foods,b07-constr,Bunny_eating (online-video-cutter.com),d02-constr,d05-constr,d12-constr,d14-constr,grey_screen,h14-dilating,Hares Play Hard To Get _ Animal All-Stars (online-video-cutter.com),snow_cat,Squirrels Just Wanna Have Fun _ America's National Parks (online-video-cutter.com)	whole_screen	186829	0	0				0			whole_screen			0				0			0	0				
Recording146	kaije	Kaije_trials85-90	Entire Recording	1	2023-08-19 17.27.58 3172889463443954951_3057206773,ASMR Dog Mukbang Pitbull Eating Raw Foods,b07-constr,Bunny_eating (online-video-cutter.com),d02-constr,d05-constr,d12-constr,d14-constr,grey_screen,h14-dilating,Hares Play Hard To Get _ Animal All-Stars (online-video-cutter.com),snow_cat,Squirrels Just Wanna Have Fun _ America's National Parks (online-video-cutter.com)	whole_screen	186829	0	0				0			whole_screen			0				0			0	0				
Recording146	kaije	Kaije_trials85-90	Entire Recording	1	2023-08-19 17.27.58 3172889463443954951_3057206773,ASMR Dog Mukbang Pitbull Eating Raw Foods,b07-constr,Bunny_eating (online-video-cutter.com),d02-constr,d05-constr,d12-constr,d14-constr,grey_screen,h14-dilating,Hares Play Hard To Get _ Animal All-Stars (online-video-cutter.com),snow_cat,Squirrels Just Wanna Have Fun _ America's National Parks (online-video-cutter.com)	whole_screen	186829	0	1632	136	67	267	12	60730	117	whole_screen		4,23845	2390	1195	88	2302	2	60730	2302	2390	4				
Recording146	kaije	Kaije_trials85-90	Entire Recording	1	2023-08-19 17.27.58 3172889463443954951_3057206773,ASMR Dog Mukbang Pitbull Eating Raw Foods,b07-constr,Bunny_eating (online-video-cutter.com),d02-constr,d05-constr,d12-constr,d14-constr,grey_screen,h14-dilating,Hares Play Hard To Get _ Animal All-Stars (online-video-cutter.com),snow_cat,Squirrels Just Wanna Have Fun _ America's National Parks (online-video-cutter.com)	whole_screen	186829	0	0				0			whole_screen			0				0			0	0				
Recording146	kaije	Kaije_trials85-90	Entire Recording	1	2023-08-19 17.27.58 3172889463443954951_3057206773,ASMR Dog Mukbang Pitbull Eating Raw Foods,b07-constr,Bunny_eating (online-video-cutter.com),d02-constr,d05-constr,d12-constr,d14-constr,grey_screen,h14-dilating,Hares Play Hard To Get _ Animal All-Stars (online-video-cutter.com),snow_cat,Squirrels Just Wanna Have Fun _ America's National Parks (online-video-cutter.com)	whole_screen	186829	0	150	150	150	150	1	116323	150	whole_screen		3,77391	150	150	150	150	1	116323	150	200	0				
