Recording	Participant	Timeline	TOI	Interval	Media	AOI	Duration_of_interval	Start_of_interval	Total_duration_of_fixations	Average_duration_of_fixations	Minimum_duration_of_fixations	Maximum_duration_of_fixations	Number_of_fixations	Time_to_first_fixation	Duration_of_first_fixation	Last_AOI_viewed	AOI_at_interval_end	Average_pupil_diameter	Total_duration_of_Visit	Average_duration_of_Visit	Minimum_duration_of_Visit	Maximum_duration_of_Visit	Number_of_Visits	Time_to_first_Visit	Duration_of_first_Visit	Total_duration_of_Glances	Number_of_saccades_in_AOI	Time_to_entry_saccade	Time_to_exit_saccade	Peak_velocity_of_entry_saccade	Peak_velocity_of_exit_saccade
Recording125	Messi	Messi_trials22-24	d01-constr	1	d01-constr	whole_screen	5429	141987	181	16	14	17	11	0	14	whole_screen		4,35229	3937	1969	819	3118	2	0	3118	3937	0				
Recording125	Messi	Messi_trials22-24	d12-constr	1	d12-constr	whole_screen	5595	114312	286	17	17	17	17	522	17	whole_screen		4,57283	286	95	17	234	3	522	234	286	0				
Recording125	Messi	Messi_trials22-24	grey_screen	1	grey_screen	whole_screen	4596	104936	151	17	16	17	9	1215	17	whole_screen		4,15207	1139	380	17	989	3	1215	989	1139	0				
Recording125	Messi	Messi_trials22-24	grey_screen	2	grey_screen	whole_screen	4646	119907	33	17	17	17	2	1516	17	whole_screen		4,90229	1017	1017	1017	1017	1	1516	1017	1017	0				
Recording125	Messi	Messi_trials22-24	grey_screen	3	grey_screen	whole_screen	4546	134194	17	17	17	17	1	2917	17	whole_screen		2,75815	17	17	17	17	1	2917	17	17	0				
Recording125	Messi	Messi_trials22-24	h10-dilating	1	h10-dilating	whole_screen	5595	128599	167	17	17	17	10	2884	17	whole_screen		4,08728	167	28	17	50	6	2884	17	167	0				
Recording125	Messi	Messi_trials22-24	Entire Recording	1	Bunny_eating (online-video-cutter.com),d01-constr,d12-constr,dog_puppy_barking,grey_screen,h10-dilating,Kitten meowing to attract cats	whole_screen	147616	0	181	16	14	17	11	141987	14	whole_screen		4,35229	3937	1969	819	3118	2	141987	3118	3937	0				
Recording125	Messi	Messi_trials22-24	Entire Recording	1	Bunny_eating (online-video-cutter.com),d01-constr,d12-constr,dog_puppy_barking,grey_screen,h10-dilating,Kitten meowing to attract cats	whole_screen	147616	0	202	17	16	17	12	106151	17	whole_screen		4,16095	2173	435	17	1017	5	106151	989	2173	0				
Recording125	Messi	Messi_trials22-24	Entire Recording	1	Bunny_eating (online-video-cutter.com),d01-constr,d12-constr,dog_puppy_barking,grey_screen,h10-dilating,Kitten meowing to attract cats	whole_screen	147616	0	167	17	17	17	10	131483	17	whole_screen		4,08728	167	28	17	50	6	131483	17	167	0				
Recording125	Messi	Messi_trials22-24	Entire Recording	1	Bunny_eating (online-video-cutter.com),d01-constr,d12-constr,dog_puppy_barking,grey_screen,h10-dilating,Kitten meowing to attract cats	whole_screen	147616	0	286	17	17	17	17	114833	17	whole_screen		4,57283	286	95	17	234	3	114833	234	286	0				
Recording61	kaije	Kaije_trials16-18	b03-dilating	1	b03-dilating	whole_screen	5662	94825	5429	17	0	17	327	0	12	whole_screen	whole_screen	3,22171	5495	500	17	1217	11	0	1145	5495	0				
Recording61	kaije	Kaije_trials16-18	grey_screen	1	grey_screen	whole_screen	5096	72561	5077	17	7	18	305	0	7	whole_screen	whole_screen	3,34773	5096	5096	5096	5096	1	0	5096	5096	0				
Recording61	kaije	Kaije_trials16-18	grey_screen	2	grey_screen	whole_screen	4596	84834	3769	17	5	18	224	0	5	whole_screen	whole_screen	3,27525	4429	738	133	2373	6	0	206	4429	0				
Recording61	kaije	Kaije_trials16-18	grey_screen	3	grey_screen	whole_screen	4513	100487	4429	17	13	17	266	0	16	whole_screen	whole_screen	2,99386	4429	738	250	1416	6	0	1416	4429	0				
Recording61	kaije	Kaije_trials16-18	h01-dilating	1	h01-dilating	whole_screen	5429	112077	5429	17	12	17	326	0	12	whole_screen	whole_screen	3,21188	5429	5429	5429	5429	1	0	5429	5429	0				
Recording61	kaije	Kaije_trials16-18	h06-dilating	1	h06-dilating	whole_screen	5612	79222	4541	17	12	18	271	0	13	whole_screen	whole_screen	3,24683	5428	1086	17	2613	5	0	1213	5428	0				
Recording61	kaije	Kaije_trials16-18	Entire Recording	1	b03-dilating,d5d8b793-c98f-4412-9eb8-27017d7a6253,dog_fed,grey_screen,h01-dilating,h06-dilating,Our pet pheasant (online-video-cutter.com)	whole_screen	117721	0	4541	17	12	18	271	79222	13	whole_screen		3,24683	5428	1086	17	2613	5	79222	1213	5428	0				
Recording61	kaije	Kaije_trials16-18	Entire Recording	1	b03-dilating,d5d8b793-c98f-4412-9eb8-27017d7a6253,dog_fed,grey_screen,h01-dilating,h06-dilating,Our pet pheasant (online-video-cutter.com)	whole_screen	117721	0	5429	17	12	17	326	112077	12	whole_screen		3,21188	5429	5429	5429	5429	1	112077	5429	5429	0				
Recording61	kaije	Kaije_trials16-18	Entire Recording	1	b03-dilating,d5d8b793-c98f-4412-9eb8-27017d7a6253,dog_fed,grey_screen,h01-dilating,h06-dilating,Our pet pheasant (online-video-cutter.com)	whole_screen	117721	0	13276	17	5	18	795	72561	7	whole_screen		3,20847	13954	1073	133	5096	13	72561	5096	13954	0				
Recording61	kaije	Kaije_trials16-18	Entire Recording	1	b03-dilating,d5d8b793-c98f-4412-9eb8-27017d7a6253,dog_fed,grey_screen,h01-dilating,h06-dilating,Our pet pheasant (online-video-cutter.com)	whole_screen	117721	0	5429	17	0	17	327	94825	12	whole_screen		3,22171	5495	500	17	1217	11	94825	1145	5495	0				
Recording73	Messi	Messi_trials4-6 	d10-dilating	1	d10-dilating	whole_screen	5612	228451	4001	17	11	18	240	0	11	whole_screen		4,10353	4034	367	17	2191	11	0	1127	4034	0				
Recording73	Messi	Messi_trials4-6 	d15-constr	1	d15-constr	whole_screen	5412	273229	167	17	17	17	10	362	17	whole_screen		3,20108	1085	542	17	1068	2	362	17	1085	0				
Recording73	Messi	Messi_trials4-6 	grey_screen	1	grey_screen	whole_screen	5095	221524	118	17	17	18	7	4750	18	whole_screen		4,43853	118	24	17	35	5	4750	35	118	0				
Recording73	Messi	Messi_trials4-6 	grey_screen	2	grey_screen	whole_screen	4579	234063	17	17	17	17	1	1273	17	whole_screen		3,69156	17	17	17	17	1	1273	17	17	0				
Recording73	Messi	Messi_trials4-6 	grey_screen	3	grey_screen	whole_screen	4529	263255	0				0						0				0			0	0				
Recording73	Messi	Messi_trials4-6 	h02-constr	1	h02-constr	whole_screen	5578	257676	17	17	17	17	1	4397	17	whole_screen		3,5035	17	17	17	17	1	4397	17	17	0				
Recording73	Messi	Messi_trials4-6 	Entire Recording	1	d10-dilating,d15-constr,grey_screen,h02-constr,Kanji The Parrot makes squeak toy noise when squeezed,Kitten meowing to attract cats,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com)	whole_screen	278865	0	4001	17	11	18	240	228451	11	whole_screen		4,10353	4034	367	17	2191	11	228451	1127	4034	0				
Recording73	Messi	Messi_trials4-6 	Entire Recording	1	d10-dilating,d15-constr,grey_screen,h02-constr,Kanji The Parrot makes squeak toy noise when squeezed,Kitten meowing to attract cats,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com)	whole_screen	278865	0	17	17	17	17	1	262073	17	whole_screen		3,5035	17	17	17	17	1	262073	17	17	0				
Recording73	Messi	Messi_trials4-6 	Entire Recording	1	d10-dilating,d15-constr,grey_screen,h02-constr,Kanji The Parrot makes squeak toy noise when squeezed,Kitten meowing to attract cats,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com)	whole_screen	278865	0	167	17	17	17	10	273591	17	whole_screen		3,20108	1085	542	17	1068	2	273591	17	1085	0				
Recording73	Messi	Messi_trials4-6 	Entire Recording	1	d10-dilating,d15-constr,grey_screen,h02-constr,Kanji The Parrot makes squeak toy noise when squeezed,Kitten meowing to attract cats,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com)	whole_screen	278865	0	135	17	17	18	8	226275	18	whole_screen		4,34516	135	22	17	35	6	226275	35	135	0				
Recording57	Noodle	Noodle_trials16-18	d08-constr	1	d08-constr	whole_screen	5595	128697	1257	17	10	18	75	0	10	whole_screen		2,97039	1842	460	233	688	4	0	556	1842	0				
Recording57	Noodle	Noodle_trials16-18	d14-dilating	1	d14-dilating	whole_screen	5445	159853	356	17	16	18	21	365	18	whole_screen		3,01995	580	73	17	226	8	365	18	580	0				
Recording57	Noodle	Noodle_trials16-18	grey_screen	1	grey_screen	whole_screen	5129	97574	490	17	17	17	29	121	17	whole_screen		2,97373	558	51	17	133	11	121	17	558	0				
Recording57	Noodle	Noodle_trials16-18	grey_screen	2	grey_screen	whole_screen	4646	112844	1561	17	16	18	93	329	17	whole_screen		2,83059	1929	321	16	1584	6	329	17	1929	0				
Recording57	Noodle	Noodle_trials16-18	grey_screen	3	grey_screen	whole_screen	4529	134292	1429	17	17	18	84	117	17	whole_screen		2,86794	1927	321	17	1075	6	117	416	1927	0				
Recording57	Noodle	Noodle_trials16-18	h13-constr	1	h13-constr	whole_screen	5628	107216	436	17	16	17	26	486	17	whole_screen		3,09347	2080	520	67	1743	4	486	151	2080	0				
Recording57	Noodle	Noodle_trials16-18	Entire Recording	1	2023-09-23 07.14.52 3197954336300737299_3057206773,A mole digging a hole cauught on camera (online-video-cutter.com),d08-constr,d14-dilating,dog_fed,grey_screen,h13-constr	whole_screen	165524	0	1257	17	10	18	75	128697	10	whole_screen		2,97039	1842	460	233	688	4	128697	556	1842	0				
Recording57	Noodle	Noodle_trials16-18	Entire Recording	1	2023-09-23 07.14.52 3197954336300737299_3057206773,A mole digging a hole cauught on camera (online-video-cutter.com),d08-constr,d14-dilating,dog_fed,grey_screen,h13-constr	whole_screen	165524	0	436	17	16	17	26	107702	17	whole_screen		3,09347	2080	520	67	1743	4	107702	151	2080	0				
Recording57	Noodle	Noodle_trials16-18	Entire Recording	1	2023-09-23 07.14.52 3197954336300737299_3057206773,A mole digging a hole cauught on camera (online-video-cutter.com),d08-constr,d14-dilating,dog_fed,grey_screen,h13-constr	whole_screen	165524	0	356	17	16	18	21	160218	18	whole_screen		3,01995	580	73	17	226	8	160218	18	580	0				
Recording57	Noodle	Noodle_trials16-18	Entire Recording	1	2023-09-23 07.14.52 3197954336300737299_3057206773,A mole digging a hole cauught on camera (online-video-cutter.com),d08-constr,d14-dilating,dog_fed,grey_screen,h13-constr	whole_screen	165524	0	3481	17	16	18	206	97695	17	whole_screen		2,86597	4414	192	16	1584	23	97695	17	4414	0				
Recording74	Messi	Messi_trials7-9	b14-dilating	1	b14-dilating	whole_screen	5612	193460	67	17	17	17	4	353	17	whole_screen		3,44451	67	22	17	33	3	353	33	67	0				
Recording74	Messi	Messi_trials7-9	d00-constr	1	d00-constr	whole_screen	5445	237455	0				0						0				0			0	0				
Recording74	Messi	Messi_trials7-9	d04-constr	1	d04-constr	whole_screen	5728	171613	67	17	17	17	4	1563	17	whole_screen		3,52143	134	67	17	117	2	1563	117	134	0				
Recording74	Messi	Messi_trials7-9	grey_screen	1	grey_screen	whole_screen	5112	147251	117	17	17	17	7	2033	17	whole_screen		3,39661	117	17	17	17	7	2033	17	117	0				
Recording74	Messi	Messi_trials7-9	grey_screen	2	grey_screen	whole_screen	4579	177341	0				0						0				0			0	0				
Recording74	Messi	Messi_trials7-9	grey_screen	3	grey_screen	whole_screen	4496	199072	150	17	16	17	9	2029	17	whole_screen		3,34996	183	37	16	83	5	2029	33	183	0				
Recording74	Messi	Messi_trials7-9	Entire Recording	1	b14-dilating,d00-constr,d04-constr,grey_screen,Kanji The Parrot makes squeak toy noise when squeezed,Male Duck “Quacking”,Squirrel alarm call	whole_screen	243111	0	67	17	17	17	4	193813	17	whole_screen		3,44451	67	22	17	33	3	193813	33	67	0				
Recording74	Messi	Messi_trials7-9	Entire Recording	1	b14-dilating,d00-constr,d04-constr,grey_screen,Kanji The Parrot makes squeak toy noise when squeezed,Male Duck “Quacking”,Squirrel alarm call	whole_screen	243111	0	0				0			whole_screen			0				0			0	0				
Recording74	Messi	Messi_trials7-9	Entire Recording	1	b14-dilating,d00-constr,d04-constr,grey_screen,Kanji The Parrot makes squeak toy noise when squeezed,Male Duck “Quacking”,Squirrel alarm call	whole_screen	243111	0	67	17	17	17	4	173176	17	whole_screen		3,52143	134	67	17	117	2	173176	117	134	0				
Recording74	Messi	Messi_trials7-9	Entire Recording	1	b14-dilating,d00-constr,d04-constr,grey_screen,Kanji The Parrot makes squeak toy noise when squeezed,Male Duck “Quacking”,Squirrel alarm call	whole_screen	243111	0	266	17	16	17	16	149284	17	whole_screen		3,37037	300	25	16	83	12	149284	17	300	0				
Recording77	Messi	Messi_trials13-15	grey_screen	1	grey_screen	whole_screen	5295	20890	70	17	17	18	4	806	18	whole_screen		3,49769	70	23	18	33	3	806	18	70	0				
Recording77	Messi	Messi_trials13-15	grey_screen	2	grey_screen	whole_screen	4646	41538	36	18	18	18	2	2687	18	whole_screen		3,81551	36	18	18	18	2	2687	18	36	0				
Recording77	Messi	Messi_trials13-15	grey_screen	3	grey_screen	whole_screen	4529	56975	0				0						0				0			0	0				
Recording77	Messi	Messi_trials13-15	h01-dilating	1	h01-dilating	whole_screen	5595	51380	108	18	18	18	6	1355	18	whole_screen		3,54865	108	18	18	18	6	1355	18	108	0				
Recording77	Messi	Messi_trials13-15	h04-dilating	1	h04-dilating	whole_screen	5628	35910	217	18	18	18	12	269	18	whole_screen		3,22717	308	103	18	163	3	269	18	308	0				
Recording77	Messi	Messi_trials13-15	h05-constr	1	h05-constr	whole_screen	5462	75125	127	18	18	18	7	1821	18	whole_screen		3,55562	127	21	18	36	6	1821	18	127	0				
Recording77	Messi	Messi_trials13-15	Entire Recording	1	grey_screen,h01-dilating,h04-dilating,h05-constr,Happy guinea pigs wheeking and squeaking! (online-video-cutter.com),Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com),Rabbit sounds	whole_screen	80802	0	127	18	18	18	7	76946	18	whole_screen		3,55562	127	21	18	36	6	76946	18	127	0				
Recording77	Messi	Messi_trials13-15	Entire Recording	1	grey_screen,h01-dilating,h04-dilating,h05-constr,Happy guinea pigs wheeking and squeaking! (online-video-cutter.com),Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com),Rabbit sounds	whole_screen	80802	0	108	18	18	18	6	52735	18	whole_screen		3,54865	108	18	18	18	6	52735	18	108	0				
Recording77	Messi	Messi_trials13-15	Entire Recording	1	grey_screen,h01-dilating,h04-dilating,h05-constr,Happy guinea pigs wheeking and squeaking! (online-video-cutter.com),Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com),Rabbit sounds	whole_screen	80802	0	217	18	18	18	12	36179	18	whole_screen		3,22717	308	103	18	163	3	36179	18	308	0				
Recording77	Messi	Messi_trials13-15	Entire Recording	1	grey_screen,h01-dilating,h04-dilating,h05-constr,Happy guinea pigs wheeking and squeaking! (online-video-cutter.com),Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com),Rabbit sounds	whole_screen	80802	0	106	18	17	18	6	21696	18	whole_screen		3,60363	106	21	18	33	5	21696	18	106	0				
Recording80	Barney	Barney_trials4-6	d10-constr	1	d10-constr	whole_screen	5429	306533	53	18	17	18	3	495	17	whole_screen		4,7616	3867	3867	3867	3867	1	495	3867	3867	0				
Recording80	Barney	Barney_trials4-6	grey_screen	1	grey_screen	whole_screen	5146	216461	17	17	17	17	1	2117	17	whole_screen		3,45716	17	17	17	17	1	2117	17	17	0				
Recording80	Barney	Barney_trials4-6	grey_screen	2	grey_screen	whole_screen	4562	246285	36	18	17	18	2	3260	18	whole_screen		3,13781	36	18	17	18	2	3260	18	36	0				
Recording80	Barney	Barney_trials4-6	grey_screen	3	grey_screen	whole_screen	4546	268100	0				0						0				0			0	0				
Recording80	Barney	Barney_trials4-6	h06-dilating	1	h06-dilating	whole_screen	5645	262455	0				0						0				0			0	0				
Recording80	Barney	Barney_trials4-6	h07-dilating	1	h07-dilating	whole_screen	5628	240657	0				0						0				0			0	0				
Recording80	Barney	Barney_trials4-6	Entire Recording	1	d10-constr,grey_screen,h06-dilating,h07-dilating,Kanji The Parrot makes squeak toy noise when squeezed,Male Duck “Quacking”,Squirrel alarm call	whole_screen	312182	0	0				0			whole_screen			0				0			0	0				
Recording80	Barney	Barney_trials4-6	Entire Recording	1	d10-constr,grey_screen,h06-dilating,h07-dilating,Kanji The Parrot makes squeak toy noise when squeezed,Male Duck “Quacking”,Squirrel alarm call	whole_screen	312182	0	53	18	17	18	3	307028	17	whole_screen		4,7616	3867	3867	3867	3867	1	307028	3867	3867	0				
Recording80	Barney	Barney_trials4-6	Entire Recording	1	d10-constr,grey_screen,h06-dilating,h07-dilating,Kanji The Parrot makes squeak toy noise when squeezed,Male Duck “Quacking”,Squirrel alarm call	whole_screen	312182	0	0				0			whole_screen			0				0			0	0				
Recording80	Barney	Barney_trials4-6	Entire Recording	1	d10-constr,grey_screen,h06-dilating,h07-dilating,Kanji The Parrot makes squeak toy noise when squeezed,Male Duck “Quacking”,Squirrel alarm call	whole_screen	312182	0	52	17	17	18	3	218578	17	whole_screen		3,24426	52	17	17	18	3	218578	17	52	0				
Recording160	Noodle	Noodle_trials49-51	b04-dilating	1	b04-dilating	whole_screen	5578	47564	1119	17	16	18	66	65	17	whole_screen		3,34187	1807	95	17	382	19	65	17	1807	0				
Recording160	Noodle	Noodle_trials49-51	grey_screen	1	grey_screen	whole_screen	4596	38988	18	18	18	18	1	800	18	whole_screen		4,07498	18	18	18	18	1	800	18	18	0				
Recording160	Noodle	Noodle_trials49-51	grey_screen	2	grey_screen	whole_screen	4579	53143	333	18	17	18	19	26	18	whole_screen		2,40147	543	272	105	438	2	26	105	543	0				
Recording160	Noodle	Noodle_trials49-51	grey_screen	3	grey_screen	whole_screen	4530	68346	287	17	17	17	17	3567	17	whole_screen		3,16634	287	57	33	87	5	3567	87	287	0				
Recording160	Noodle	Noodle_trials49-51	h08-constr	1	h08-constr	whole_screen	5412	93974	270	17	17	18	16	1784	17	whole_screen		3,01895	303	50	17	117	6	1784	50	303	0				
Recording160	Noodle	Noodle_trials49-51	h14-constr	1	h14-constr	whole_screen	5578	62767	473	18	17	18	27	766	17	whole_screen		2,64453	596	119	17	438	5	766	17	596	0				
Recording160	Noodle	Noodle_trials49-51	Entire Recording	1	b04-dilating,Bunny_eating (online-video-cutter.com),grey_screen,h08-constr,h14-constr,Kitten meowing to attract cats,Our pet pheasant (online-video-cutter.com)	whole_screen	99597	0	1119	17	16	18	66	47629	17	whole_screen		3,34187	1807	95	17	382	19	47629	17	1807	0				
Recording160	Noodle	Noodle_trials49-51	Entire Recording	1	b04-dilating,Bunny_eating (online-video-cutter.com),grey_screen,h08-constr,h14-constr,Kitten meowing to attract cats,Our pet pheasant (online-video-cutter.com)	whole_screen	99597	0	638	17	17	18	37	39788	18	whole_screen		2,79812	848	106	18	438	8	39788	18	848	0				
Recording160	Noodle	Noodle_trials49-51	Entire Recording	1	b04-dilating,Bunny_eating (online-video-cutter.com),grey_screen,h08-constr,h14-constr,Kitten meowing to attract cats,Our pet pheasant (online-video-cutter.com)	whole_screen	99597	0	473	18	17	18	27	63533	17	whole_screen		2,64453	596	119	17	438	5	63533	17	596	0				
Recording160	Noodle	Noodle_trials49-51	Entire Recording	1	b04-dilating,Bunny_eating (online-video-cutter.com),grey_screen,h08-constr,h14-constr,Kitten meowing to attract cats,Our pet pheasant (online-video-cutter.com)	whole_screen	99597	0	270	17	17	18	16	95758	17	whole_screen		3,01895	303	50	17	117	6	95758	50	303	0				
Recording166	Noodle	Noodle_trials67-69	b14-dilating	1	b14-dilating	whole_screen	5412	69177	478	17	17	18	28	249	17	whole_screen		2,52033	1249	178	17	881	7	249	117	1249	0				
Recording166	Noodle	Noodle_trials67-69	d01-constr	1	d01-constr	whole_screen	5612	29628	2680	17	8	18	161	0	8	whole_screen		2,71121	3720	1240	74	1850	3	0	74	3720	0				
Recording166	Noodle	Noodle_trials67-69	d11-constr	1	d11-constr	whole_screen	5595	48945	915	17	16	18	53	0	16	whole_screen		2,46089	965	241	18	812	4	0	82	965	0				
Recording166	Noodle	Noodle_trials67-69	grey_screen	1	grey_screen	whole_screen	5095	21385	3584	17	0	18	216	0	0	whole_screen		2,55642	4666	778	17	1734	6	0	1117	4666	0				
Recording166	Noodle	Noodle_trials67-69	grey_screen	2	grey_screen	whole_screen	4596	35240	1382	17	12	17	83	25	17	whole_screen	whole_screen	2,88947	1734	158	17	418	11	25	234	1734	0				
Recording166	Noodle	Noodle_trials67-69	grey_screen	3	grey_screen	whole_screen	4529	54540	901	17	16	17	54	289	17	whole_screen		2,46496	1463	113	17	745	13	289	50	1463	0				
Recording166	Noodle	Noodle_trials67-69	Entire Recording	1	b14-dilating,d01-constr,d11-constr,grey_screen,Hares Play Hard To Get _ Animal All-Stars (online-video-cutter.com),snow_cat,wild baby bunnies (online-video-cutter.com)	whole_screen	74795	0	478	17	17	18	28	69426	17	whole_screen		2,52033	1249	178	17	881	7	69426	117	1249	0				
Recording166	Noodle	Noodle_trials67-69	Entire Recording	1	b14-dilating,d01-constr,d11-constr,grey_screen,Hares Play Hard To Get _ Animal All-Stars (online-video-cutter.com),snow_cat,wild baby bunnies (online-video-cutter.com)	whole_screen	74795	0	2680	17	8	18	161	29628	8	whole_screen		2,71121	3720	1240	74	1850	3	29628	74	3720	0				
Recording166	Noodle	Noodle_trials67-69	Entire Recording	1	b14-dilating,d01-constr,d11-constr,grey_screen,Hares Play Hard To Get _ Animal All-Stars (online-video-cutter.com),snow_cat,wild baby bunnies (online-video-cutter.com)	whole_screen	74795	0	5868	17	0	18	353	21385	0	whole_screen		2,62092	7863	262	17	1734	30	21385	1117	7863	0				
Recording166	Noodle	Noodle_trials67-69	Entire Recording	1	b14-dilating,d01-constr,d11-constr,grey_screen,Hares Play Hard To Get _ Animal All-Stars (online-video-cutter.com),snow_cat,wild baby bunnies (online-video-cutter.com)	whole_screen	74795	0	915	17	16	18	53	48945	16	whole_screen		2,46089	965	241	18	812	4	48945	82	965	0				
Recording169	Noodle	Noodle_trials76-78	b15-dilating	1	b15-dilating	whole_screen	5579	32431	5057	17	9	18	301	0	11	whole_screen	whole_screen	3,23698	5211	1737	218	4671	3	0	218	5211	0				
Recording169	Noodle	Noodle_trials76-78	d05-dilating	1	d05-dilating	whole_screen	5396	44070	2519	17	14	17	151	243	17	whole_screen	whole_screen	3,21551	2587	287	17	868	9	243	17	2587	0				
Recording169	Noodle	Noodle_trials76-78	grey_screen	1	grey_screen	whole_screen	5162	15246	4207	17	8	18	252	0	8	whole_screen	whole_screen	3,16654	5029	1006	17	2576	5	0	41	5029	0				
Recording169	Noodle	Noodle_trials76-78	grey_screen	2	grey_screen	whole_screen	4579	26985	4327	17	3	18	259	0	3	whole_screen	whole_screen	3,33267	4479	2240	2118	2361	2	0	2118	4479	0				
Recording169	Noodle	Noodle_trials76-78	grey_screen	3	grey_screen	whole_screen	4513	38009	2361	17	8	17	142	0	8	whole_screen		3,49022	3548	355	17	889	10	0	807	3548	0				
Recording169	Noodle	Noodle_trials76-78	h05-constr	1	h05-constr	whole_screen	5612	21374	4728	17	11	17	284	0	11	whole_screen	whole_screen	2,80534	5462	1092	150	2329	5	0	2329	5462	0				
Recording169	Noodle	Noodle_trials76-78	Entire Recording	1	b15-dilating,d05-dilating,grey_screen,h05-constr,Male Duck “Quacking”,nel pollaio con oche anatre germane , anatre mute galli galline tacchini e faraone (online-video-cutter.com),Squirrel alarm call	whole_screen	49696	0	4728	17	11	17	284	21374	11	whole_screen		2,80534	5462	1092	150	2329	5	21374	2329	5462	0				
Recording169	Noodle	Noodle_trials76-78	Entire Recording	1	b15-dilating,d05-dilating,grey_screen,h05-constr,Male Duck “Quacking”,nel pollaio con oche anatre germane , anatre mute galli galline tacchini e faraone (online-video-cutter.com),Squirrel alarm call	whole_screen	49696	0	2519	17	14	17	151	44314	17	whole_screen		3,21551	2587	287	17	868	9	44314	17	2587	0				
Recording169	Noodle	Noodle_trials76-78	Entire Recording	1	b15-dilating,d05-dilating,grey_screen,h05-constr,Male Duck “Quacking”,nel pollaio con oche anatre germane , anatre mute galli galline tacchini e faraone (online-video-cutter.com),Squirrel alarm call	whole_screen	49696	0	5057	17	9	18	301	32431	11	whole_screen		3,23698	5211	1737	218	4671	3	32431	218	5211	0				
Recording169	Noodle	Noodle_trials76-78	Entire Recording	1	b15-dilating,d05-dilating,grey_screen,h05-constr,Male Duck “Quacking”,nel pollaio con oche anatre germane , anatre mute galli galline tacchini e faraone (online-video-cutter.com),Squirrel alarm call	whole_screen	49696	0	10895	17	3	18	653	15246	8	whole_screen		3,30285	13056	768	17	2576	17	15246	41	13056	0				
Recording146	kaije	Kaije_trials85-90	b07-constr	1	b07-constr	whole_screen	5462	181141	71	18	18	18	4	146	18	whole_screen		4,07547	71	71	71	71	1	146	71	71	0				
Recording146	kaije	Kaije_trials85-90	d02-constr	1	d02-constr	whole_screen	5578	155447	87	17	17	18	5	470	17	whole_screen		3,70161	104	26	17	52	4	470	52	104	0				
Recording146	kaije	Kaije_trials85-90	d05-constr	1	d05-constr	whole_screen	5678	82544	2954	17	17	18	177	231	17	whole_screen		4,3929	2954	738	17	2887	4	231	17	2954	0				
Recording146	kaije	Kaije_trials85-90	d12-constr	1	d12-constr	whole_screen	5628	115665	509	17	17	18	30	277	18	whole_screen		3,78616	509	102	17	371	5	277	71	509	0				
Recording146	kaije	Kaije_trials85-90	d14-constr	1	d14-constr	whole_screen	5595	136081	5126	17	9	17	308	0	9	whole_screen		4,17565	5126	5126	5126	5126	1	0	5126	5126	0				
Recording146	kaije	Kaije_trials85-90	grey_screen	1	grey_screen	whole_screen	4646	60730	2674	17	1	18	160	0	1	whole_screen		4,27386	2725	272	17	2385	10	0	2385	2725	0				
Recording146	kaije	Kaije_trials85-90	grey_screen	2	grey_screen	whole_screen	4597	88222	0				0						0				0			0	0				
Recording146	kaije	Kaije_trials85-90	grey_screen	3	grey_screen	whole_screen	4629	106989	100	17	17	17	6	2342	17	whole_screen		4,39145	100	17	17	17	6	2342	17	100	0				
Recording146	kaije	Kaije_trials85-90	grey_screen	4	grey_screen	whole_screen	4613	121294	0				0						0				0			0	0				
Recording146	kaije	Kaije_trials85-90	grey_screen	5	grey_screen	whole_screen	4629	141676	53	18	18	18	3	2405	18	whole_screen		2,95259	53	53	53	53	1	2405	53	53	0				
Recording146	kaije	Kaije_trials85-90	grey_screen	6	grey_screen	whole_screen	4563	161026	434	17	17	18	25	831	17	whole_screen		3,7016	434	31	17	86	14	831	17	434	0				
Recording146	kaije	Kaije_trials85-90	h14-dilating	1	h14-dilating	whole_screen	5612	101378	133	17	16	17	8	0	16	whole_screen		4,23208	133	66	17	116	2	0	116	133	0				
Recording146	kaije	Kaije_trials85-90	Entire Recording	1	2023-08-19 17.27.58 3172889463443954951_3057206773,ASMR Dog Mukbang Pitbull Eating Raw Foods,b07-constr,Bunny_eating (online-video-cutter.com),d02-constr,d05-constr,d12-constr,d14-constr,grey_screen,h14-dilating,Hares Play Hard To Get _ Animal All-Stars (online-video-cutter.com),snow_cat,Squirrels Just Wanna Have Fun _ America's National Parks (online-video-cutter.com)	whole_screen	186829	0	5126	17	9	17	308	136081	9	whole_screen		4,17565	5126	5126	5126	5126	1	136081	5126	5126	0				
