Recording	Participant	Timeline	TOI	Interval	Media	AOI	Duration_of_interval	Start_of_interval	Total_duration_of_fixations	Average_duration_of_fixations	Minimum_duration_of_fixations	Maximum_duration_of_fixations	Number_of_fixations	Time_to_first_fixation	Duration_of_first_fixation	Last_AOI_viewed	AOI_at_interval_end	Average_pupil_diameter	Total_duration_of_Glances	Number_of_Glances	Time_to_first_Glance	Number_of_saccades_in_AOI	Time_to_entry_saccade	Time_to_exit_saccade	Peak_velocity_of_entry_saccade	Peak_velocity_of_exit_saccade
Recording125	Messi	Messi_trials22-24	d01-constr	1	d01-constr	whole_screen	5429	141987	181	16	14	17	11	0	14	whole_screen		4,38659	3937	2	0	0				
Recording125	Messi	Messi_trials22-24	d12-constr	1	d12-constr	whole_screen	5595	114312	286	17	17	17	17	522	17	whole_screen		4,57333	286	3	522	0				
Recording125	Messi	Messi_trials22-24	grey_screen	1	grey_screen	whole_screen	4596	104936	151	17	16	17	9	1215	17	whole_screen		4,16554	1139	3	1215	0				
Recording125	Messi	Messi_trials22-24	grey_screen	2	grey_screen	whole_screen	4646	119907	33	17	17	17	2	1516	17	whole_screen		4,90229	1017	1	1516	0				
Recording125	Messi	Messi_trials22-24	grey_screen	3	grey_screen	whole_screen	4546	134194	17	17	17	17	1	2917	17	whole_screen		2,75815	17	1	2917	0				
Recording125	Messi	Messi_trials22-24	h10-dilating	1	h10-dilating	whole_screen	5595	128599	167	17	17	17	10	2884	17	whole_screen		4,05394	167	6	2884	0				
Recording125	Messi	Messi_trials22-24	Entire Recording	1	Bunny_eating (online-video-cutter.com),d01-constr,d12-constr,dog_puppy_barking,grey_screen,h10-dilating,Kitten meowing to attract cats	whole_screen	147616	0	181	16	14	17	11	141987	14	whole_screen		4,38659	3937	2	141987	0				
Recording125	Messi	Messi_trials22-24	Entire Recording	1	Bunny_eating (online-video-cutter.com),d01-constr,d12-constr,dog_puppy_barking,grey_screen,h10-dilating,Kitten meowing to attract cats	whole_screen	147616	0	202	17	16	17	12	106151	17	whole_screen		4,17105	2173	5	106151	0				
Recording125	Messi	Messi_trials22-24	Entire Recording	1	Bunny_eating (online-video-cutter.com),d01-constr,d12-constr,dog_puppy_barking,grey_screen,h10-dilating,Kitten meowing to attract cats	whole_screen	147616	0	167	17	17	17	10	131483	17	whole_screen		4,05394	167	6	131483	0				
Recording125	Messi	Messi_trials22-24	Entire Recording	1	Bunny_eating (online-video-cutter.com),d01-constr,d12-constr,dog_puppy_barking,grey_screen,h10-dilating,Kitten meowing to attract cats	whole_screen	147616	0	286	17	17	17	17	114833	17	whole_screen		4,57333	286	3	114833	0				
Recording312	jazz	Jazz_trials73-75	b05-dilating	1	b05-dilating	whole_screen	5595	292605	133	17	16	17	8	91	16	whole_screen		1,9367	133	4	91	0				
Recording312	jazz	Jazz_trials73-75	d09-constr	1	d09-constr	whole_screen	5429	313737	189	17	16	18	11	330	18	whole_screen		1,83998	633	3	330	0				
Recording312	jazz	Jazz_trials73-75	grey_screen	1	grey_screen	whole_screen	5129	242849	16	16	16	16	1	3805	16	whole_screen		2,16811	16	1	3805	0				
Recording312	jazz	Jazz_trials73-75	grey_screen	2	grey_screen	whole_screen	4593	274821	17	17	17	17	1	2614	17	whole_screen		1,89932	17	1	2614	0				
Recording312	jazz	Jazz_trials73-75	grey_screen	3	grey_screen	whole_screen	4546	298200	34	17	17	17	2	1803	17	whole_screen		2,16707	34	2	1803	0				
Recording312	jazz	Jazz_trials73-75	h00-constr	1	h00-constr	whole_screen	5628	269193	67	17	17	17	4	190	17	whole_screen		2,08487	67	4	190	0				
Recording312	jazz	Jazz_trials73-75	Entire Recording	1	2023-09-23 07.14.52 3197954336300737299_3057206773,A mole digging a hole cauught on camera (online-video-cutter.com),b05-dilating,d09-constr,grey_screen,h00-constr,Our pet pheasant (online-video-cutter.com)	whole_screen	319374	0	133	17	16	17	8	292696	16	whole_screen		1,9367	133	4	292696	0				
Recording312	jazz	Jazz_trials73-75	Entire Recording	1	2023-09-23 07.14.52 3197954336300737299_3057206773,A mole digging a hole cauught on camera (online-video-cutter.com),b05-dilating,d09-constr,grey_screen,h00-constr,Our pet pheasant (online-video-cutter.com)	whole_screen	319374	0	66	17	16	17	4	246654	16	whole_screen		2,10039	66	4	246654	0				
Recording312	jazz	Jazz_trials73-75	Entire Recording	1	2023-09-23 07.14.52 3197954336300737299_3057206773,A mole digging a hole cauught on camera (online-video-cutter.com),b05-dilating,d09-constr,grey_screen,h00-constr,Our pet pheasant (online-video-cutter.com)	whole_screen	319374	0	189	17	16	18	11	314067	18	whole_screen		1,83998	633	3	314067	0				
Recording312	jazz	Jazz_trials73-75	Entire Recording	1	2023-09-23 07.14.52 3197954336300737299_3057206773,A mole digging a hole cauught on camera (online-video-cutter.com),b05-dilating,d09-constr,grey_screen,h00-constr,Our pet pheasant (online-video-cutter.com)	whole_screen	319374	0	67	17	17	17	4	269382	17	whole_screen		2,08487	67	4	269382	0				
Recording352	jazz	Jazz_trials46-48	b07-dilating	1	b07-dilating	whole_screen	5612	202897	152	17	17	18	9	163	17	whole_screen		2,07726	152	7	163	0				
Recording352	jazz	Jazz_trials46-48	d10-constr	1	d10-constr	whole_screen	5628	174206	0				0						0	0		0				
Recording352	jazz	Jazz_trials46-48	grey_screen	1	grey_screen	whole_screen	5246	151825	928	17	16	17	55	634	17	whole_screen		2,0429	1839	7	634	0				
Recording352	jazz	Jazz_trials46-48	grey_screen	2	grey_screen	whole_screen	4579	179834	0				0						0	0		0				
Recording352	jazz	Jazz_trials46-48	grey_screen	3	grey_screen	whole_screen	4529	208509	957	17	16	17	57	68	17	whole_screen		2,10531	1227	10	68	0				
Recording352	jazz	Jazz_trials46-48	h02-constr	1	h02-constr	whole_screen	5395	228575	0				0						0	0		0				
Recording352	jazz	Jazz_trials46-48	Entire Recording	1	2023-08-19 17.27.58 3172889463443954951_3057206773,ASMR Dog Mukbang Pitbull Eating Raw Foods,b07-dilating,d10-constr,grey_screen,h02-constr,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com)	whole_screen	234182	0	0				0			whole_screen			0	0		0				
Recording352	jazz	Jazz_trials46-48	Entire Recording	1	2023-08-19 17.27.58 3172889463443954951_3057206773,ASMR Dog Mukbang Pitbull Eating Raw Foods,b07-dilating,d10-constr,grey_screen,h02-constr,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com)	whole_screen	234182	0	0				0			whole_screen			0	0		0				
Recording352	jazz	Jazz_trials46-48	Entire Recording	1	2023-08-19 17.27.58 3172889463443954951_3057206773,ASMR Dog Mukbang Pitbull Eating Raw Foods,b07-dilating,d10-constr,grey_screen,h02-constr,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com)	whole_screen	234182	0	1885	17	16	17	112	152459	17	whole_screen		2,07467	3066	17	152459	0				
Recording352	jazz	Jazz_trials46-48	Entire Recording	1	2023-08-19 17.27.58 3172889463443954951_3057206773,ASMR Dog Mukbang Pitbull Eating Raw Foods,b07-dilating,d10-constr,grey_screen,h02-constr,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com)	whole_screen	234182	0	152	17	17	18	9	203061	17	whole_screen		2,07726	152	7	203061	0				
Recording61	kaije	Kaije_trials16-18	b03-dilating	1	b03-dilating	whole_screen	5662	94825	5429	17	0	17	327	0	12	whole_screen	whole_screen	3,25612	5495	11	0	0				
Recording61	kaije	Kaije_trials16-18	grey_screen	1	grey_screen	whole_screen	5096	72561	5077	17	7	18	305	0	7	whole_screen	whole_screen	3,36527	5096	1	0	0				
Recording61	kaije	Kaije_trials16-18	grey_screen	2	grey_screen	whole_screen	4596	84834	3769	17	5	18	224	0	5	whole_screen	whole_screen	3,28967	4429	6	0	0				
Recording61	kaije	Kaije_trials16-18	grey_screen	3	grey_screen	whole_screen	4513	100487	4429	17	13	17	266	0	16	whole_screen	whole_screen	3,00328	4429	6	0	0				
Recording61	kaije	Kaije_trials16-18	h01-dilating	1	h01-dilating	whole_screen	5429	112077	5429	17	12	17	326	0	12	whole_screen	whole_screen	3,23833	5429	1	0	0				
Recording61	kaije	Kaije_trials16-18	h06-dilating	1	h06-dilating	whole_screen	5612	79222	4541	17	12	18	271	0	13	whole_screen	whole_screen	3,2394	5428	5	0	0				
Recording61	kaije	Kaije_trials16-18	Entire Recording	1	b03-dilating,d5d8b793-c98f-4412-9eb8-27017d7a6253,dog_fed,grey_screen,h01-dilating,h06-dilating,Our pet pheasant (online-video-cutter.com)	whole_screen	117721	0	4541	17	12	18	271	79222	13	whole_screen		3,2394	5428	5	79222	0				
Recording61	kaije	Kaije_trials16-18	Entire Recording	1	b03-dilating,d5d8b793-c98f-4412-9eb8-27017d7a6253,dog_fed,grey_screen,h01-dilating,h06-dilating,Our pet pheasant (online-video-cutter.com)	whole_screen	117721	0	5429	17	12	17	326	112077	12	whole_screen		3,23833	5429	1	112077	0				
Recording61	kaije	Kaije_trials16-18	Entire Recording	1	b03-dilating,d5d8b793-c98f-4412-9eb8-27017d7a6253,dog_fed,grey_screen,h01-dilating,h06-dilating,Our pet pheasant (online-video-cutter.com)	whole_screen	117721	0	13276	17	5	18	795	72561	7	whole_screen		3,22241	13954	13	72561	0				
Recording61	kaije	Kaije_trials16-18	Entire Recording	1	b03-dilating,d5d8b793-c98f-4412-9eb8-27017d7a6253,dog_fed,grey_screen,h01-dilating,h06-dilating,Our pet pheasant (online-video-cutter.com)	whole_screen	117721	0	5429	17	0	17	327	94825	12	whole_screen		3,25612	5495	11	94825	0				
Recording73	Messi	Messi_trials4-6 	d10-dilating	1	d10-dilating	whole_screen	5612	228451	4001	17	11	18	240	0	11	whole_screen		4,09976	4034	11	0	0				
Recording73	Messi	Messi_trials4-6 	d15-constr	1	d15-constr	whole_screen	5412	273229	167	17	17	17	10	362	17	whole_screen		3,20688	1085	2	362	0				
Recording73	Messi	Messi_trials4-6 	grey_screen	1	grey_screen	whole_screen	5095	221524	118	17	17	18	7	4750	18	whole_screen		4,33726	118	5	4750	0				
Recording73	Messi	Messi_trials4-6 	grey_screen	2	grey_screen	whole_screen	4579	234063	17	17	17	17	1	1273	17	whole_screen		3,69156	17	1	1273	0				
Recording73	Messi	Messi_trials4-6 	grey_screen	3	grey_screen	whole_screen	4529	263255	0				0						0	0		0				
Recording73	Messi	Messi_trials4-6 	h02-constr	1	h02-constr	whole_screen	5578	257676	17	17	17	17	1	4397	17	whole_screen		3,50342	17	1	4397	0				
Recording73	Messi	Messi_trials4-6 	Entire Recording	1	d10-dilating,d15-constr,grey_screen,h02-constr,Kanji The Parrot makes squeak toy noise when squeezed,Kitten meowing to attract cats,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com)	whole_screen	278865	0	4001	17	11	18	240	228451	11	whole_screen		4,09976	4034	11	228451	0				
Recording73	Messi	Messi_trials4-6 	Entire Recording	1	d10-dilating,d15-constr,grey_screen,h02-constr,Kanji The Parrot makes squeak toy noise when squeezed,Kitten meowing to attract cats,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com)	whole_screen	278865	0	17	17	17	17	1	262073	17	whole_screen		3,50342	17	1	262073	0				
Recording73	Messi	Messi_trials4-6 	Entire Recording	1	d10-dilating,d15-constr,grey_screen,h02-constr,Kanji The Parrot makes squeak toy noise when squeezed,Kitten meowing to attract cats,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com)	whole_screen	278865	0	167	17	17	17	10	273591	17	whole_screen		3,20688	1085	2	273591	0				
Recording73	Messi	Messi_trials4-6 	Entire Recording	1	d10-dilating,d15-constr,grey_screen,h02-constr,Kanji The Parrot makes squeak toy noise when squeezed,Kitten meowing to attract cats,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com)	whole_screen	278865	0	135	17	17	18	8	226275	18	whole_screen		4,25655	135	6	226275	0				
Recording339	Messi	Messi_rep2_h12d-d07c-h14c-b00c-b02d-b01d	b00-constr	1	b00-constr	whole_screen	5579	66560	3184	17	14	18	188	946	15	whole_screen	whole_screen	3,76118	4582	3	946	0				
Recording339	Messi	Messi_rep2_h12d-d07c-h14c-b00c-b02d-b01d	b01-dilating	1	b01-dilating	whole_screen	5412	96584	3482	17	17	18	206	9	17	whole_screen		3,84798	5274	4	9	0				
Recording339	Messi	Messi_rep2_h12d-d07c-h14c-b00c-b02d-b01d	b02-dilating	1	b02-dilating	whole_screen	5612	84861	4045	17	1	18	240	0	1	whole_screen	whole_screen	3,66215	5312	3	0	0				
Recording339	Messi	Messi_rep2_h12d-d07c-h14c-b00c-b02d-b01d	d07-constr	1	d07-constr	whole_screen	5595	43531	2684	17	8	18	160	0	8	whole_screen	whole_screen	3,461	5198	5	0	0				
Recording339	Messi	Messi_rep2_h12d-d07c-h14c-b00c-b02d-b01d	grey_screen	1	grey_screen	whole_screen	5112	22632	4421	17	16	18	265	0	16	whole_screen	whole_screen	3,53196	4421	6	0	0				
Recording339	Messi	Messi_rep2_h12d-d07c-h14c-b00c-b02d-b01d	grey_screen	2	grey_screen	whole_screen	4629	34255	2257	17	6	18	134	11	17	whole_screen	whole_screen	2,99844	3930	8	11	0				
Recording339	Messi	Messi_rep2_h12d-d07c-h14c-b00c-b02d-b01d	grey_screen	3	grey_screen	whole_screen	4613	49126	3042	17	5	18	183	0	6	whole_screen	whole_screen	3,47307	4613	1	0	0				
Recording339	Messi	Messi_rep2_h12d-d07c-h14c-b00c-b02d-b01d	grey_screen	4	grey_screen	whole_screen	4596	60249	2798	17	5	18	164	0	5	whole_screen		3,65984	3956	3	0	0				
Recording339	Messi	Messi_rep2_h12d-d07c-h14c-b00c-b02d-b01d	grey_screen	5	grey_screen	whole_screen	4579	72139	1793	17	3	18	105	0	3	whole_screen		3,88129	3825	16	0	0				
Recording339	Messi	Messi_rep2_h12d-d07c-h14c-b00c-b02d-b01d	grey_screen	6	grey_screen	whole_screen	4563	90473	3285	17	2	17	198	0	2	whole_screen		3,99734	3385	28	0	0				
Recording339	Messi	Messi_rep2_h12d-d07c-h14c-b00c-b02d-b01d	h12-dilating	1	h12-dilating	whole_screen	5578	28677	3978	17	2	18	239	0	2	whole_screen		3,37618	4812	7	0	0				
Recording339	Messi	Messi_rep2_h12d-d07c-h14c-b00c-b02d-b01d	h14-constr	1	h14-constr	whole_screen	5612	54638	4318	17	10	18	259	0	12	whole_screen	whole_screen	3,79196	4974	3	0	0				
Recording339	Messi	Messi_rep2_h12d-d07c-h14c-b00c-b02d-b01d	Entire Recording	1	ASMR Dog Mukbang Pitbull Eating Raw Foods,b00-constr,b01-dilating,b02-dilating,Bunny_eating (online-video-cutter.com),d07-constr,grey_screen,h12-dilating,h14-constr,Kanji The Parrot makes squeak toy noise when squeezed,snow_cat,wild baby bunnies (online-video-cutter.com)	whole_screen	102229	0	3482	17	17	18	206	96594	17	whole_screen		3,84798	5274	4	96594	0				
Recording339	Messi	Messi_rep2_h12d-d07c-h14c-b00c-b02d-b01d	Entire Recording	1	ASMR Dog Mukbang Pitbull Eating Raw Foods,b00-constr,b01-dilating,b02-dilating,Bunny_eating (online-video-cutter.com),d07-constr,grey_screen,h12-dilating,h14-constr,Kanji The Parrot makes squeak toy noise when squeezed,snow_cat,wild baby bunnies (online-video-cutter.com)	whole_screen	102229	0	4045	17	1	18	240	84861	1	whole_screen		3,66215	5312	3	84861	0				
Recording339	Messi	Messi_rep2_h12d-d07c-h14c-b00c-b02d-b01d	Entire Recording	1	ASMR Dog Mukbang Pitbull Eating Raw Foods,b00-constr,b01-dilating,b02-dilating,Bunny_eating (online-video-cutter.com),d07-constr,grey_screen,h12-dilating,h14-constr,Kanji The Parrot makes squeak toy noise when squeezed,snow_cat,wild baby bunnies (online-video-cutter.com)	whole_screen	102229	0	3184	17	14	18	188	67506	15	whole_screen		3,76118	4582	3	67506	0				
Recording339	Messi	Messi_rep2_h12d-d07c-h14c-b00c-b02d-b01d	Entire Recording	1	ASMR Dog Mukbang Pitbull Eating Raw Foods,b00-constr,b01-dilating,b02-dilating,Bunny_eating (online-video-cutter.com),d07-constr,grey_screen,h12-dilating,h14-constr,Kanji The Parrot makes squeak toy noise when squeezed,snow_cat,wild baby bunnies (online-video-cutter.com)	whole_screen	102229	0	17597	17	2	18	1049	22632	16	whole_screen		3,59643	24130	62	22632	0				
Recording339	Messi	Messi_rep2_h12d-d07c-h14c-b00c-b02d-b01d	Entire Recording	1	ASMR Dog Mukbang Pitbull Eating Raw Foods,b00-constr,b01-dilating,b02-dilating,Bunny_eating (online-video-cutter.com),d07-constr,grey_screen,h12-dilating,h14-constr,Kanji The Parrot makes squeak toy noise when squeezed,snow_cat,wild baby bunnies (online-video-cutter.com)	whole_screen	102229	0	4318	17	10	18	259	54638	12	whole_screen		3,79196	4974	3	54638	0				
Recording339	Messi	Messi_rep2_h12d-d07c-h14c-b00c-b02d-b01d	Entire Recording	1	ASMR Dog Mukbang Pitbull Eating Raw Foods,b00-constr,b01-dilating,b02-dilating,Bunny_eating (online-video-cutter.com),d07-constr,grey_screen,h12-dilating,h14-constr,Kanji The Parrot makes squeak toy noise when squeezed,snow_cat,wild baby bunnies (online-video-cutter.com)	whole_screen	102229	0	3978	17	2	18	239	28677	2	whole_screen		3,37618	4812	7	28677	0				
Recording339	Messi	Messi_rep2_h12d-d07c-h14c-b00c-b02d-b01d	Entire Recording	1	ASMR Dog Mukbang Pitbull Eating Raw Foods,b00-constr,b01-dilating,b02-dilating,Bunny_eating (online-video-cutter.com),d07-constr,grey_screen,h12-dilating,h14-constr,Kanji The Parrot makes squeak toy noise when squeezed,snow_cat,wild baby bunnies (online-video-cutter.com)	whole_screen	102229	0	2684	17	8	18	160	43531	8	whole_screen		3,461	5198	5	43531	0				
Recording278	Noodle	Noodle_trials34-36 	b13-dilating	1	b13-dilating	whole_screen	5412	120909	3877	17	15	18	232	0	15	whole_screen		2,94745	5354	2	0	0				
Recording278	Noodle	Noodle_trials34-36 	d01-dilating	1	d01-dilating	whole_screen	5562	109652	3298	17	16	18	196	62	17	whole_screen		3,06277	5228	5	62	0				
Recording278	Noodle	Noodle_trials34-36 	grey_screen	1	grey_screen	whole_screen	5129	83924	2353	17	9	18	140	84	17	whole_screen		2,96063	4908	3	84	0				
Recording278	Noodle	Noodle_trials34-36 	grey_screen	2	grey_screen	whole_screen	4596	101992	2160	17	11	18	129	363	18	whole_screen	whole_screen	3,01351	3953	2	363	0				
Recording278	Noodle	Noodle_trials34-36 	grey_screen	3	grey_screen	whole_screen	4546	115214	3563	17	16	18	212	115	17	whole_screen		2,93851	4311	3	115	0				
Recording278	Noodle	Noodle_trials34-36 	h04-constr	1	h04-constr	whole_screen	5612	96380	4420	17	9	18	261	0	9	whole_screen		3,8434	5302	4	0	0				
Recording278	Noodle	Noodle_trials34-36 	Entire Recording	1	b13-dilating,d01-dilating,grey_screen,h04-constr,Hares Play Hard To Get _ Animal All-Stars (online-video-cutter.com),snow_cat,wild baby bunnies (online-video-cutter.com)	whole_screen	126532	0	4420	17	9	18	261	96380	9	whole_screen		3,8434	5302	4	96380	0				
Recording278	Noodle	Noodle_trials34-36 	Entire Recording	1	b13-dilating,d01-dilating,grey_screen,h04-constr,Hares Play Hard To Get _ Animal All-Stars (online-video-cutter.com),snow_cat,wild baby bunnies (online-video-cutter.com)	whole_screen	126532	0	3877	17	15	18	232	120909	15	whole_screen		2,94745	5354	2	120909	0				
Recording278	Noodle	Noodle_trials34-36 	Entire Recording	1	b13-dilating,d01-dilating,grey_screen,h04-constr,Hares Play Hard To Get _ Animal All-Stars (online-video-cutter.com),snow_cat,wild baby bunnies (online-video-cutter.com)	whole_screen	126532	0	8076	17	9	18	481	84008	17	whole_screen		2,96506	13173	8	84008	0				
Recording278	Noodle	Noodle_trials34-36 	Entire Recording	1	b13-dilating,d01-dilating,grey_screen,h04-constr,Hares Play Hard To Get _ Animal All-Stars (online-video-cutter.com),snow_cat,wild baby bunnies (online-video-cutter.com)	whole_screen	126532	0	3298	17	16	18	196	109714	17	whole_screen		3,06277	5228	5	109714	0				
Recording357	Pepe	Pepe_trials46-48	b07-constr	1	b07-constr	whole_screen	5429	95252	0				0						0	0		0				
Recording357	Pepe	Pepe_trials46-48	d11-dilating	1	d11-dilating	whole_screen	5612	78983	0				0						0	0		0				
Recording357	Pepe	Pepe_trials46-48	grey_screen	1	grey_screen	whole_screen	5212	38285	0				0						0	0		0				
Recording357	Pepe	Pepe_trials46-48	grey_screen	2	grey_screen	whole_screen	4613	70290	0				0						0	0		0				
Recording357	Pepe	Pepe_trials46-48	grey_screen	3	grey_screen	whole_screen	4529	84595	0				0						0	0		0				
Recording357	Pepe	Pepe_trials46-48	h10-dilating	1	h10-dilating	whole_screen	5595	64695	0				0						0	0		0				
Recording357	Pepe	Pepe_trials46-48	Entire Recording	1	b07-constr,Bunny_eating (online-video-cutter.com),d11-dilating,dog_puppy_barking,grey_screen,h10-dilating,Our pet pheasant (online-video-cutter.com)	whole_screen	100963	0	0				0						0	0		0				
Recording357	Pepe	Pepe_trials46-48	Entire Recording	1	b07-constr,Bunny_eating (online-video-cutter.com),d11-dilating,dog_puppy_barking,grey_screen,h10-dilating,Our pet pheasant (online-video-cutter.com)	whole_screen	100963	0	0				0						0	0		0				
Recording357	Pepe	Pepe_trials46-48	Entire Recording	1	b07-constr,Bunny_eating (online-video-cutter.com),d11-dilating,dog_puppy_barking,grey_screen,h10-dilating,Our pet pheasant (online-video-cutter.com)	whole_screen	100963	0	0				0						0	0		0				
Recording357	Pepe	Pepe_trials46-48	Entire Recording	1	b07-constr,Bunny_eating (online-video-cutter.com),d11-dilating,dog_puppy_barking,grey_screen,h10-dilating,Our pet pheasant (online-video-cutter.com)	whole_screen	100963	0	0				0						0	0		0				
Recording258	kaije	Kaije_trials4-6	b04-dilating	1	b04-dilating	whole_screen	5562	256338	0				0						0	0		0				
Recording258	kaije	Kaije_trials4-6	b05-dilating	1	b05-dilating	whole_screen	5529	287544	1455	17	17	18	86	106	17	whole_screen		3,11841	1688	36	106	0				
Recording258	kaije	Kaije_trials4-6	d15-dilating	1	d15-dilating	whole_screen	5595	234574	35	17	17	18	2	2447	17	whole_screen		2,05892	35	2	2447	0				
Recording258	kaije	Kaije_trials4-6	grey_screen	1	grey_screen	whole_screen	4613	195941	1337	17	4	18	79	948	18	whole_screen	whole_screen	4,23742	2462	5	948	0				
Recording258	kaije	Kaije_trials4-6	grey_screen	2	grey_screen	whole_screen	4596	240169	17	17	17	17	1	788	17	whole_screen		2,27278	17	1	788	0				
Recording258	kaije	Kaije_trials4-6	grey_screen	3	grey_screen	whole_screen	4546	261900	0				0						0	0		0				
Recording258	kaije	Kaije_trials4-6	Entire Recording	1	b04-dilating,b05-dilating,d15-dilating,grey_screen,Male Duck “Quacking”,Our pet pheasant (online-video-cutter.com),Squirrel alarm call	whole_screen	293338	0	35	17	17	18	2	237021	17	whole_screen		2,05892	35	2	237021	0				
Recording258	kaije	Kaije_trials4-6	Entire Recording	1	b04-dilating,b05-dilating,d15-dilating,grey_screen,Male Duck “Quacking”,Our pet pheasant (online-video-cutter.com),Squirrel alarm call	whole_screen	293338	0	0				0			whole_screen			0	0		0				
Recording258	kaije	Kaije_trials4-6	Entire Recording	1	b04-dilating,b05-dilating,d15-dilating,grey_screen,Male Duck “Quacking”,Our pet pheasant (online-video-cutter.com),Squirrel alarm call	whole_screen	293338	0	1455	17	17	18	86	287650	17	whole_screen		3,11841	1688	36	287650	0				
Recording258	kaije	Kaije_trials4-6	Entire Recording	1	b04-dilating,b05-dilating,d15-dilating,grey_screen,Male Duck “Quacking”,Our pet pheasant (online-video-cutter.com),Squirrel alarm call	whole_screen	293338	0	1354	17	4	18	80	196889	18	whole_screen		4,21255	2479	6	196889	0				
Recording290	Barney	Barney_rep1_d15c-d14c-d04d-b07d-h03c-d04c	b07-dilating	1	b07-dilating	whole_screen	5578	259812	5562	17	1	17	335	0	1	whole_screen	whole_screen	2,72872	5578	1	0	0				
Recording290	Barney	Barney_rep1_d15c-d14c-d04d-b07d-h03c-d04c	d04-constr	1	d04-constr	whole_screen	5445	299195	4868	17	5	18	292	50	16	whole_screen	whole_screen	2,58947	5111	12	50	0				
Recording290	Barney	Barney_rep1_d15c-d14c-d04d-b07d-h03c-d04c	d04-dilating	1	d04-dilating	whole_screen	5612	247623	4929	17	5	17	297	0	5	whole_screen	whole_screen	2,63306	5512	6	0	0				
Recording290	Barney	Barney_rep1_d15c-d14c-d04d-b07d-h03c-d04c	d14-constr	1	d14-constr	whole_screen	5612	228240	349	17	15	17	21	0	15	whole_screen		2,49511	349	1	0	0				
Recording290	Barney	Barney_rep1_d15c-d14c-d04d-b07d-h03c-d04c	d15-constr	1	d15-constr	whole_screen	5613	215617	5613	17	0	17	338	0	0	whole_screen	whole_screen	2,61688	5613	1	0	0				
Recording290	Barney	Barney_rep1_d15c-d14c-d04d-b07d-h03c-d04c	grey_screen	1	grey_screen	whole_screen	5062	199532	0				0						0	0		0				
Recording290	Barney	Barney_rep1_d15c-d14c-d04d-b07d-h03c-d04c	grey_screen	2	grey_screen	whole_screen	4612	221229	2404	17	4	17	145	0	4	whole_screen		2,56888	2404	3	0	0				
Recording290	Barney	Barney_rep1_d15c-d14c-d04d-b07d-h03c-d04c	grey_screen	3	grey_screen	whole_screen	4596	233852	50	17	16	17	3	3279	17	whole_screen		1,98926	84	2	3279	0				
Recording290	Barney	Barney_rep1_d15c-d14c-d04d-b07d-h03c-d04c	grey_screen	4	grey_screen	whole_screen	4613	253235	1312	17	10	17	79	0	10	whole_screen		2,62701	1312	11	0	0				
Recording290	Barney	Barney_rep1_d15c-d14c-d04d-b07d-h03c-d04c	grey_screen	5	grey_screen	whole_screen	4596	265391	2728	17	7	17	164	0	7	whole_screen	whole_screen	2,66249	2778	8	0	0				
Recording290	Barney	Barney_rep1_d15c-d14c-d04d-b07d-h03c-d04c	grey_screen	6	grey_screen	whole_screen	4613	294582	2509	17	0	17	151	0	0	whole_screen		2,52298	2578	17	0	0				
Recording290	Barney	Barney_rep1_d15c-d14c-d04d-b07d-h03c-d04c	h03-constr	1	h03-constr	whole_screen	5645	274932	562	17	10	17	34	0	10	whole_screen		2,59555	750	3	0	0				
Recording290	Barney	Barney_rep1_d15c-d14c-d04d-b07d-h03c-d04c	Entire Recording	1	b07-dilating,Bunny_eating (online-video-cutter.com),d04-constr,d04-dilating,d14-constr,d15-constr,dog_fed,grey_screen,h03-constr,Kanji The Parrot makes squeak toy noise when squeezed,Our pet pheasant (online-video-cutter.com),snow_cat	whole_screen	304841	0	349	17	15	17	21	228240	15	whole_screen		2,49511	349	1	228240	0				
Recording290	Barney	Barney_rep1_d15c-d14c-d04d-b07d-h03c-d04c	Entire Recording	1	b07-dilating,Bunny_eating (online-video-cutter.com),d04-constr,d04-dilating,d14-constr,d15-constr,dog_fed,grey_screen,h03-constr,Kanji The Parrot makes squeak toy noise when squeezed,Our pet pheasant (online-video-cutter.com),snow_cat	whole_screen	304841	0	5613	17	0	17	338	215617	0	whole_screen		2,61688	5613	1	215617	0				
Recording290	Barney	Barney_rep1_d15c-d14c-d04d-b07d-h03c-d04c	Entire Recording	1	b07-dilating,Bunny_eating (online-video-cutter.com),d04-constr,d04-dilating,d14-constr,d15-constr,dog_fed,grey_screen,h03-constr,Kanji The Parrot makes squeak toy noise when squeezed,Our pet pheasant (online-video-cutter.com),snow_cat	whole_screen	304841	0	4929	17	5	17	297	247623	5	whole_screen		2,63306	5512	6	247623	0				
